AGE;GENDER;EDU;MARRY;JOB;INCOME;HOUSE;OWN;CHILD;TEEN;ADULT;PET;STATE;POP;LIST;SHOP;STORE1;LABEL;STORE2;LUNCH;COOK;CHECK;MAID;LEFT1;LEFT2;FREEZE1;FREEZE2;OUT;READY;WASTE1;WASTE2;HARD;AVOID;FOOD1;FOOD2;DISC1;EXPIRED;SPOILED;DISLK;BADCK;NKEEP1;NKEEP2;DISC2;CERE;ROOTS;BEANS;MILK;PROTE;FRUIT;SWEET;DRINK;DISH;BREAD
53;1;14;0;1;4500;1;1;0;1;3;1;MG;45047;3;4;7;4;4;4;5;2;0;3;5;2;3;2;2;3;4;1;3;2;2;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0
59;0;16;0;1;19000;0;1;0;0;3;0;CE;2686612;3;4;7;5;5;3;4;3;0;5;3;2;5;4;3;4;5;5;5;3;2;1;0;0;1;0;0;0;3;0;1;0;1;0;1;0;0;0;0
31;1;14;1;0;2500;0;1;1;0;2;0;RS;1488252;4;4;7;3;1;5;5;5;0;5;5;3;2;2;2;4;5;5;5;2;2;2;0;1;1;0;0;0;3;0;0;1;1;0;0;0;0;0;1
47;1;12;1;1;2500;1;0;3;1;2;1;MG;240408;3;5;7;5;3;4;5;5;0;5;4;4;5;3;4;5;5;5;3;2;3;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
67;1;17;0;0;13500;1;1;0;0;2;0;SP;240961;4;4;45;3;2;5;4;2;0;5;4;4;3;2;3;4;5;5;3;3;2;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
52;1;12;0;0;2500;1;0;0;0;3;1;MG;220444;4;4;15;3;4;5;5;3;0;5;3;2;2;2;2;4;5;5;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50;1;17;1;1;4500;1;0;0;0;2;1;MG;338197;5;2;30;4;4;5;5;1;0;5;3;4;3;2;2;4;4;3;3;2;2;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
50;1;16;0;0;4500;1;0;0;0;1;1;BA;304302;4;5;15;5;5;5;5;5;0;5;5;5;2;2;2;4;5;5;4;2;2;1;0;1;0;0;0;0;2;0;0;0;1;0;0;0;0;1;0
45;1;16;0;0;4500;0;1;1;1;2;0;SP;12325232;4;4;3;4;2;2;5;5;0;2;3;2;1;2;1;2;2;5;1;5;3;2;0;0;1;0;0;1;9;1;1;1;1;1;1;1;0;1;1
62;0;16;1;1;10000;0;1;0;0;1;1;MG;2521564;2;4;5;2;3;3;4;3;0;3;3;2;3;3;4;3;3;2;2;3;3;1;0;1;0;0;0;0;3;0;0;1;1;1;0;0;0;0;0
60;0;12;0;1;2500;1;0;0;0;4;0;CE;2686612;1;4;15;5;5;5;5;2;0;4;5;3;1;2;3;4;5;5;5;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;1;17;1;1;2500;1;1;0;0;3;1;PE;1653461;5;3;7;4;2;2;4;1;0;2;2;2;1;1;4;5;5;2;2;3;2;2;1;1;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0
33;0;16;0;1;4500;0;1;2;1;2;0;PE;706867;1;5;7;2;2;3;5;1;0;2;3;1;3;3;3;4;3;5;1;3;2;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
60;0;14;0;0;10000;0;1;0;0;2;0;PE;706867;3;4;30;5;3;4;3;3;0;3;4;4;4;3;4;4;4;4;4;3;2;0;0;0;0;0;0;0;4;1;0;0;0;1;0;0;0;1;1
35;1;16;1;1;2500;1;1;0;0;4;1;PE;706867;5;3;30;4;2;1;3;5;0;5;3;1;1;1;2;5;5;3;5;2;2;2;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
59;1;12;1;1;4500;0;0;0;0;2;0;PE;706867;4;4;30;4;3;4;2;4;0;4;4;2;2;4;2;4;5;4;3;3;2;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
32;1;17;1;1;13500;0;0;0;0;2;0;PE;1653461;5;4;7;5;2;5;4;1;0;4;5;4;4;3;4;5;4;5;3;2;2;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
26;1;14;1;1;1500;0;0;0;0;2;0;PE;1653461;4;2;15;4;2;3;3;1;0;4;4;1;4;3;3;3;3;3;4;3;2;1;0;1;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0
27;1;16;1;1;8000;0;1;0;0;2;0;PE;1653461;5;4;7;3;2;5;3;3;0;5;5;3;2;3;4;5;5;5;3;3;3;2;0;1;1;0;0;0;5;1;1;1;0;1;1;0;0;0;0
25;1;14;1;0;4500;1;1;0;0;2;1;PE;1653461;2;4;5;3;3;4;5;4;0;3;5;3;2;1;4;4;4;2;1;4;3;2;1;1;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0
28;0;14;1;1;4500;1;1;0;0;3;1;PE;1653461;1;4;7;2;2;1;2;1;0;1;3;2;3;3;3;3;2;4;3;3;2;3;1;1;0;0;1;0;2;1;0;0;0;0;0;0;0;0;1
27;0;16;1;1;10000;0;1;0;0;2;1;PE;1653461;4;5;30;2;2;4;4;3;0;4;4;2;2;4;4;4;4;5;3;4;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
43;1;17;1;1;4500;0;1;1;0;3;0;PE;1653461;4;5;7;3;2;5;5;2;1;5;4;3;5;3;3;4;4;5;5;3;2;1;0;1;0;0;0;0;3;1;1;1;0;0;0;0;0;0;0
19;0;12;1;0;4500;1;1;1;0;3;1;PE;1653461;2;2;30;4;2;3;4;3;0;5;5;5;3;2;3;4;5;5;4;2;2;3;1;1;1;0;0;0;3;0;1;1;0;0;1;0;0;0;0
45;1;16;0;1;4500;1;1;0;0;2;1;PE;1653461;5;4;15;5;5;5;4;2;0;4;4;4;3;3;2;4;5;5;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47;1;18;0;1;6500;1;1;0;0;4;1;PE;139583;5;5;7;1;1;5;4;2;1;1;5;4;4;2;3;2;1;2;1;4;4;2;1;1;0;0;0;0;4;0;0;1;1;1;0;0;0;1;0
22;1;14;1;1;4500;1;1;0;1;3;1;PE;393115;5;1;7;5;1;5;1;1;0;5;4;1;2;2;3;4;3;4;3;3;3;1;0;1;0;0;0;0;3;0;1;1;0;0;1;0;0;0;0
56;1;22;1;1;10000;1;1;0;0;5;1;PE;334376;4;5;30;5;2;5;3;1;0;5;5;5;5;2;3;4;5;4;5;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54;1;16;1;1;6500;1;1;0;0;2;1;PE;1653461;3;4;15;4;4;5;4;5;0;5;4;5;1;3;2;4;5;5;3;3;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;1;16;1;1;1500;1;1;0;0;3;1;PE;706867;5;5;30;3;2;2;3;2;0;3;5;2;3;2;3;2;2;2;2;4;3;4;1;1;1;0;0;1;3;1;1;1;0;0;0;0;0;0;0
57;1;16;0;1;27500;1;1;0;0;2;0;PE;706867;1;4;7;5;5;5;3;1;1;4;4;1;1;2;2;4;4;2;2;3;2;1;0;1;0;0;0;0;2;0;0;0;1;0;0;0;0;1;0
30;0;17;0;1;8000;0;0;1;0;2;0;PE;1653461;2;4;7;3;2;4;3;3;0;5;5;5;3;3;3;4;5;5;5;2;2;1;0;1;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0
58;0;22;1;1;27500;0;0;0;0;1;0;PE;334376;2;3;7;5;4;1;2;1;0;5;5;4;1;2;2;5;4;2;3;2;2;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
60;1;17;0;1;41250;0;1;0;0;4;0;PE;1653461;4;4;7;3;1;4;1;1;1;4;4;4;3;3;3;4;4;4;5;2;2;2;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
44;1;16;1;1;2500;1;1;0;0;3;1;PE;1653461;5;4;30;4;4;4;5;2;0;4;2;4;2;3;2;4;5;5;5;2;2;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
57;1;17;1;0;10000;0;1;0;0;1;0;PE;1653461;3;3;7;2;3;5;5;5;0;4;5;5;1;2;2;4;4;5;4;3;2;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
36;1;16;1;1;10000;1;1;0;0;3;1;MG;2521564;4;4;15;2;1;5;3;1;0;3;1;3;4;4;4;4;4;5;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47;1;12;1;1;4500;0;1;0;0;2;1;PE;1653461;2;5;7;3;2;5;4;5;0;5;3;3;2;2;2;4;5;5;3;2;2;1;0;1;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0
58;0;18;0;1;8000;0;1;0;0;2;0;PE;1653461;3;4;5;4;5;5;4;1;0;5;4;2;4;2;2;5;5;4;4;2;2;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
58;1;18;1;1;27500;0;1;0;0;2;1;PE;1653461;4;2;15;5;2;3;2;3;1;4;4;2;2;3;1;3;4;5;1;2;2;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
46;0;17;0;0;1500;1;1;0;1;2;1;PE;1653461;5;3;7;5;5;5;3;3;0;3;3;1;2;2;2;4;4;4;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;0;14;1;1;4500;1;1;0;0;4;1;PE;158899;3;3;15;4;2;2;4;1;0;4;5;4;3;3;2;4;4;3;3;3;2;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
34;0;16;1;1;4500;1;0;2;0;2;0;PE;393115;5;4;30;2;2;5;2;1;0;5;5;4;2;2;2;3;5;2;2;2;2;1;1;0;0;0;0;0;2;0;0;0;1;0;0;0;1;0;0
47;1;17;0;1;10000;0;1;0;0;5;1;PE;1653461;2;4;15;4;2;4;3;3;1;4;3;3;1;3;3;3;4;2;3;2;2;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
46;1;22;0;1;8000;1;1;2;1;2;1;PE;69292;5;4;7;5;2;5;5;1;0;5;5;3;1;3;2;4;5;3;2;2;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
22;1;14;1;1;6500;0;1;0;0;2;1;PE;1653461;5;5;30;4;2;3;4;2;0;3;3;1;3;2;3;3;3;5;2;2;2;2;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
40;1;18;0;1;8000;0;1;1;0;2;0;PE;1653461;5;5;15;5;4;5;4;1;0;5;5;5;5;2;4;5;5;4;5;2;2;2;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
29;0;14;0;1;2500;1;1;1;0;2;0;PE;1653461;5;4;7;5;2;4;3;4;0;3;3;2;2;5;2;4;5;5;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;1;14;0;0;1500;0;0;2;0;2;0;PE;706867;5;4;15;5;5;4;5;5;0;3;5;1;3;1;2;4;4;5;5;3;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
28;0;14;0;1;1500;1;0;2;0;2;0;PE;706867;5;4;15;4;3;4;3;2;0;3;3;3;4;2;3;4;4;5;3;2;2;2;0;1;0;0;0;1;2;0;0;1;1;0;0;0;0;0;0
26;1;16;0;1;1500;1;0;1;0;2;1;PE;706867;2;4;30;4;2;4;4;5;0;4;4;4;4;3;3;4;5;3;3;3;3;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
25;1;14;1;1;4500;1;1;1;0;3;0;PE;1653461;5;4;30;5;1;3;3;2;0;1;1;3;3;3;2;3;4;3;2;3;2;2;1;1;0;0;0;0;3;0;0;0;1;0;1;0;0;1;0
22;1;14;1;1;4500;0;1;0;0;4;1;PE;118370;5;4;15;5;5;5;5;5;0;5;5;5;4;3;2;5;5;5;4;2;2;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
24;1;17;0;1;4500;1;0;0;0;2;1;RJ;273988;5;3;7;3;2;5;2;1;0;3;3;3;2;3;3;3;4;2;1;3;3;3;0;1;1;1;0;0;2;0;1;0;0;0;0;0;0;1;0
34;0;16;0;1;10000;1;0;0;0;2;1;CE;2686612;5;4;7;2;2;4;4;1;0;5;4;4;2;2;2;4;4;4;2;3;2;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
36;0;18;0;1;19000;1;1;1;0;2;1;PE;354317;5;5;30;4;3;4;3;1;1;5;4;3;3;3;2;4;3;4;3;2;2;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
27;0;16;1;1;4500;1;1;0;0;2;0;MG;140937;2;4;3;4;1;4;4;1;0;2;4;4;4;4;4;2;4;5;2;3;3;1;0;1;0;0;0;0;3;1;1;1;0;0;0;0;0;0;0
26;0;18;1;1;4500;1;1;1;0;4;1;PE;158899;5;4;30;2;2;3;3;4;0;5;4;3;2;2;2;3;3;5;3;2;2;1;0;1;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0
34;1;16;1;1;10000;1;1;0;0;3;1;SC;508826;5;5;15;2;5;5;5;3;0;4;5;1;3;2;2;3;4;4;4;3;2;2;1;1;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0
29;1;17;1;1;4500;0;0;0;0;1;0;MG;17862;5;5;3;5;5;5;3;4;0;3;5;3;5;4;4;4;5;4;3;4;3;2;1;1;0;0;0;0;3;1;0;0;0;0;1;0;0;0;1
36;1;18;1;1;19000;0;0;0;0;2;1;MG;413487;1;4;7;2;1;5;5;1;0;5;3;1;1;2;3;4;5;2;1;2;2;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
24;1;17;1;1;2500;1;1;0;0;6;1;PE;37368;4;4;30;4;3;4;4;1;0;2;3;3;4;1;1;4;4;3;4;4;3;2;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
35;1;16;0;0;2500;0;0;0;0;2;1;SC;250181;3;3;15;3;3;4;4;3;0;4;3;3;4;2;3;4;4;3;2;3;2;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
30;1;16;0;0;4500;0;1;0;0;2;0;BA;2886698;4;3;7;5;3;5;5;2;0;5;2;3;1;2;1;5;5;5;5;2;2;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0
29;1;16;0;1;4500;0;0;0;0;2;0;PB;817511;4;4;15;2;2;4;3;1;0;3;3;4;4;3;3;3;4;5;3;3;2;2;1;1;0;0;0;0;4;0;1;1;1;0;0;0;0;0;1
24;1;14;0;1;8000;0;1;1;0;2;0;PE;706867;5;3;30;5;1;4;2;1;0;5;4;1;4;2;2;4;4;5;2;3;2;2;0;1;0;0;0;1;2;0;0;0;0;0;1;0;0;1;0
19;1;14;1;0;8000;1;1;0;0;3;1;PE;1653461;5;5;15;1;1;2;3;4;0;5;4;5;4;2;2;3;4;5;3;3;2;3;1;1;0;1;0;0;3;0;1;0;0;0;1;0;0;0;1
26;1;14;1;1;6500;1;1;0;0;3;1;PE;1653461;3;4;3;4;2;4;4;1;0;4;3;3;4;2;3;3;3;4;3;3;3;2;1;1;0;0;0;0;3;0;1;1;0;1;0;0;0;0;0
19;1;12;1;0;8000;0;0;0;0;4;1;PE;1653461;5;5;7;2;1;5;3;1;1;4;4;2;2;2;1;4;4;4;3;3;2;2;1;1;0;0;0;0;3;1;0;0;0;0;1;0;0;0;1
41;1;14;1;0;1500;1;1;0;0;4;1;PE;114079;3;4;7;4;1;3;5;3;0;3;3;3;3;2;2;4;4;2;1;4;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;0;14;1;1;2500;0;1;0;0;2;0;PE;1653461;2;4;30;3;3;4;3;4;0;1;1;5;1;3;2;4;5;1;2;2;2;1;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1
31;1;12;0;1;1500;1;0;1;1;6;1;PE;1653461;2;3;30;2;1;2;5;3;0;2;2;5;5;1;2;4;4;3;2;1;1;2;1;1;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0
19;1;12;1;0;6500;0;1;0;1;3;1;PE;354317;4;4;15;4;2;3;3;2;0;3;3;3;4;3;3;4;3;3;3;3;3;2;0;1;0;0;0;1;2;0;0;0;1;0;0;0;0;0;1
24;1;20;1;1;2500;0;0;0;0;1;0;SP;407252;3;3;15;4;4;5;2;1;0;4;5;5;5;4;5;5;5;5;4;2;2;2;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
21;1;14;1;0;8000;0;1;2;0;4;1;PE;1653461;3;4;15;3;1;3;4;1;0;3;4;1;2;3;3;3;2;1;2;3;2;3;1;1;1;0;0;0;3;0;1;1;0;0;1;0;0;0;0
22;0;14;1;1;1500;1;1;1;0;2;0;PE;1653461;5;4;15;4;2;3;4;1;0;4;4;2;2;3;2;4;4;4;3;2;2;1;0;1;0;0;0;0;3;1;1;0;0;1;0;0;0;0;0
20;1;14;1;0;1500;1;1;0;0;4;1;PE;11305;1;4;7;1;3;5;3;5;0;5;3;3;3;3;3;4;4;3;3;3;3;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
20;1;14;1;0;41250;0;1;1;0;3;1;PE;1653461;3;4;15;3;3;5;4;2;1;4;5;2;3;3;3;4;2;4;3;3;3;1;0;1;0;0;0;0;3;0;0;0;0;0;1;1;0;0;1
20;1;12;1;0;8000;1;1;0;0;3;1;GO;123684;1;5;15;4;1;1;3;3;0;4;3;4;5;3;3;4;4;4;4;2;2;1;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1
20;1;12;1;0;2500;0;1;1;1;3;1;PE;1653461;5;5;15;5;5;5;5;5;0;5;3;5;5;2;2;4;5;4;4;2;2;2;0;1;0;0;0;1;2;0;1;1;0;0;0;0;0;0;0
19;1;14;1;1;10000;1;1;0;1;3;1;PE;1653461;3;4;15;5;3;4;5;4;0;4;4;4;4;3;4;4;4;5;3;3;2;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
42;0;17;0;1;4500;1;1;2;0;2;0;PE;1653461;4;3;15;2;3;3;3;3;0;2;2;3;3;2;2;4;3;3;3;4;2;3;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
19;1;14;1;0;1500;0;1;0;1;4;1;PE;706867;5;4;3;5;3;5;2;3;0;4;5;5;4;2;3;5;5;5;5;2;2;2;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
60;0;22;0;1;41250;0;1;1;0;5;1;PE;1653461;1;2;15;5;5;5;2;1;1;5;2;1;1;3;2;4;2;2;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;0;14;1;0;10000;0;1;0;1;2;1;PE;1653461;3;3;7;4;3;4;4;4;0;3;4;4;3;3;2;3;4;4;3;2;2;2;1;1;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0
22;1;14;1;1;2500;1;1;0;0;4;1;PE;63294;5;4;30;4;3;5;5;3;0;4;4;3;4;3;3;4;5;4;4;2;2;2;1;1;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0
19;0;12;1;0;10000;0;1;0;1;3;1;PE;1653461;5;5;7;2;1;5;5;4;0;5;5;5;3;2;1;3;4;5;5;2;2;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
19;0;12;1;0;10000;0;1;0;1;3;1;PE;1653461;5;5;7;2;1;5;5;4;0;5;5;5;3;2;1;3;4;5;5;2;2;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
20;1;14;1;0;8000;1;0;0;1;3;1;PE;1653461;2;5;7;2;2;5;5;3;0;4;1;1;1;2;3;4;4;3;3;5;2;3;0;1;1;0;0;1;3;1;1;0;0;0;1;0;0;0;0
18;0;14;1;0;4500;1;1;0;2;2;1;PE;706867;2;3;5;5;4;4;3;4;0;5;4;2;4;3;3;4;4;5;4;3;2;2;0;1;0;0;1;0;2;0;0;0;1;0;0;0;0;0;1
19;0;14;1;0;13500;0;0;0;0;4;1;PE;1653461;5;2;1;3;1;5;2;1;0;5;3;5;1;1;3;3;5;5;2;2;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
19;0;14;1;0;10000;1;1;0;1;3;1;RO;85893;4;4;7;3;1;4;1;3;1;3;3;4;3;4;3;3;3;5;2;4;3;1;0;0;0;0;0;1;3;0;0;1;0;0;0;0;0;1;1
31;1;14;1;1;1500;1;1;0;0;2;1;PE;1653461;2;4;7;3;1;4;2;1;0;2;4;3;3;2;3;4;4;2;2;2;2;1;0;1;0;0;0;0;3;1;0;1;0;0;0;0;0;1;0
21;1;12;1;0;2500;1;1;0;0;3;0;PE;1653461;5;3;30;5;5;5;4;3;0;5;5;3;5;2;2;5;5;5;5;2;2;2;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
18;1;12;1;0;2500;1;0;0;0;5;1;PE;158899;5;4;30;3;1;4;2;2;0;4;4;2;5;3;3;4;3;2;1;3;2;1;0;1;0;0;0;0;3;1;1;1;0;0;0;0;0;0;0
18;1;14;1;0;1500;1;1;0;0;2;1;PE;393115;5;3;30;5;1;3;5;5;0;5;5;5;2;3;2;4;3;1;2;2;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;0;14;1;1;4500;0;0;0;0;1;0;PE;1653461;5;3;30;2;1;5;5;1;0;5;4;4;5;2;3;3;4;5;4;2;2;1;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1
18;1;12;1;0;41250;0;1;0;2;2;1;PE;1653461;2;3;30;3;2;5;1;1;1;3;2;1;1;5;2;3;2;4;3;3;2;4;0;1;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0
19;0;14;1;0;19000;0;1;0;0;3;0;PE;1653461;5;5;7;4;3;4;2;3;1;4;4;3;4;4;3;3;3;5;4;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;1;14;1;1;19000;0;1;0;0;3;0;PE;1653461;1;3;7;4;2;1;2;1;0;4;4;5;5;3;4;3;2;4;3;2;2;2;1;1;0;0;0;0;3;0;1;0;1;0;1;0;0;0;0
18;1;12;1;0;8000;0;1;0;1;3;0;PE;1653461;4;4;3;5;2;3;3;4;0;5;2;1;5;3;4;2;2;2;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;0;14;1;0;41250;0;1;0;0;2;0;PE;1653461;3;3;15;2;2;5;3;3;1;2;2;2;2;3;3;2;2;2;2;2;3;2;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
