Column1;AGE;GENDER;STATE;EDUC;MARRIED;JOB;INC;PEOPLE;PINC;CEREAL;ROOT;VEGAN;FRUITS;MEAT;EGGS;MILK;OIL;SUGAR;WELL;CWELL;PWELL;ORG;CORG;PORG;GARDEN;CGARDEN;PGARDEN;VEG;CVEG;PVEG;GARDV1;GARDV2;GARDV3;GARDV4;GARDV5;NGARD;FGARD;INDEXV;INDEXN;VEGROOT;MEETEGG;DEPRATIO
0;710;0;CE;220;0;0;190000;40;20;70;30;60;50;50;60;70;70;50;10;40;30;30;40;20;30;30;20;30;20;30;10;0;0;0;0;0;10;1010;3;70;70;5
1;280;10;BA;160;10;10;45000;20;20;70;40;60;50;40;70;70;40;70;20;30;20;30;40;20;30;30;50;40;20;10;10;0;0;0;10;0;20;895;3;70;70;0
2;310;10;PE;180;0;10;45000;20;20;70;50;70;50;60;40;60;60;60;30;40;40;50;50;30;50;50;30;50;30;50;10;10;10;0;10;0;40;1025;3;70;70;0
3;280;10;SP;160;10;10;100000;30;20;70;50;70;30;0;70;0;50;70;70;40;30;30;40;10;10;40;10;50;20;10;0;0;0;0;0;10;0;930;3;70;70;3,33333E+15
5;240;10;PB;140;10;0;100000;40;10;70;30;30;70;30;50;40;50;30;30;20;30;30;40;30;20;20;40;40;30;10;10;10;0;0;0;0;20;840;3;70;70;75
6;690;10;PB;160;10;0;100000;10;10;70;70;60;60;60;60;30;70;70;70;40;40;50;40;30;40;40;40;40;30;10;10;0;0;0;10;0;20;1070;3;70;70;0
7;460;10;SP;160;0;10;412500;40;30;70;70;70;70;70;70;70;70;70;70;40;30;30;40;30;30;40;20;40;20;30;10;0;0;10;10;0;30;1120;3;70;70;25
8;480;10;PE;160;0;10;135000;40;10;0;60;10;70;70;70;70;30;40;20;10;20;30;40;20;30;40;20;40;20;30;10;10;0;0;10;0;30;720;3;60;70;75
9;210;10;PE;120;10;0;45000;40;10;70;50;50;40;60;70;50;70;70;70;40;20;30;40;20;40;30;30;40;20;30;10;0;0;0;0;0;10;1020;3;70;70;75
10;200;0;PE;140;10;0;275000;50;20;70;40;60;70;70;70;70;70;70;70;40;10;10;40;20;30;40;40;30;10;10;10;0;0;0;0;0;10;1090;3;70;70;6
11;480;10;PE;160;0;10;412500;60;50;70;70;50;70;70;70;70;70;70;70;30;20;50;40;20;30;30;30;40;20;20;10;0;0;0;10;0;20;1060;3;70;70;1,66667E+15
12;320;10;RS;180;10;10;80000;20;20;70;70;70;50;70;50;70;70;70;50;40;40;40;50;30;40;50;30;50;30;30;10;10;0;0;10;0;30;1090;3;70;70;0
13;600;10;PE;160;0;10;80000;20;20;70;70;50;60;70;60;70;60;30;50;40;40;50;40;40;50;30;30;20;20;30;10;0;0;0;0;0;10;980;3;70;70;0
14;730;10;PE;120;0;10;25000;20;10;40;20;50;30;30;40;40;40;40;70;20;20;40;20;30;30;30;30;10;20;30;10;0;0;0;10;0;20;825;3;60;70;5
15;730;10;PE;120;0;10;25000;20;10;40;20;50;30;30;40;40;40;40;70;20;20;40;20;30;30;30;30;10;20;30;10;0;0;0;10;0;20;825;3;60;70;5
16;230;10;PE;140;10;0;45000;20;10;40;20;10;0;30;20;40;50;10;30;30;30;40;30;20;40;30;10;50;40;50;0;10;0;0;10;0;20;640;3;60;60;5
17;640;10;PE;220;10;0;190000;10;10;70;30;70;70;70;60;40;70;70;30;40;40;50;40;40;40;30;20;40;30;40;10;0;0;0;0;0;10;1100;3;70;70;0
18;240;0;PE;140;10;10;45000;10;10;70;70;20;60;50;70;60;70;40;70;30;40;40;40;30;50;50;20;50;20;30;10;10;0;0;0;0;20;925;3;70;70;0
19;250;10;PE;140;10;10;65000;20;20;40;60;30;30;20;70;40;70;70;70;30;20;20;30;20;20;10;40;40;20;40;10;10;0;0;10;0;30;910;3;70;70;0
20;490;10;PE;160;10;10;412500;20;20;70;30;40;70;70;60;50;70;50;10;30;30;40;40;30;40;10;20;50;20;30;0;0;0;0;0;10;0;990;3;70;70;0
21;290;10;RJ;160;0;0;25000;20;10;70;40;50;70;0;50;20;50;70;70;40;10;30;50;10;10;50;30;50;20;10;10;0;0;0;10;0;20;910;3;70;70;5
22;570;0;CE;50;0;10;15000;40;20;60;10;30;70;60;70;40;40;70;30;40;20;30;50;30;40;40;40;40;20;30;0;10;0;0;10;0;20;850;3;70;70;5
23;260;10;PE;140;10;10;15000;10;0;70;40;50;50;70;70;70;70;70;70;10;10;40;40;30;40;40;40;40;20;40;10;10;0;10;10;0;40;1040;3;70;70;10
24;550;10;PE;120;0;10;45000;20;20;20;60;30;50;70;60;70;30;70;0;20;40;40;30;20;30;20;40;20;10;10;10;10;0;0;0;0;20;785;3;70;70;0
25;260;10;PE;120;10;10;15000;40;20;70;10;70;60;40;60;50;40;60;20;20;30;50;50;30;40;30;20;30;10;20;10;0;0;10;10;0;30;930;3;70;70;5
26;460;10;PE;160;0;10;25000;30;20;70;50;60;70;70;70;0;70;30;70;30;30;40;30;30;40;30;40;50;40;30;10;0;0;0;0;0;10;1070;3;70;70;3,33333E+15
27;380;10;PE;160;0;10;15000;40;10;70;40;50;30;60;70;50;60;70;60;20;30;30;30;20;20;20;10;10;10;10;10;0;0;0;0;0;10;965;3;70;70;75
28;620;10;RJ;160;0;0;190000;20;20;70;70;70;70;70;70;40;40;40;0;50;40;40;50;40;40;30;30;50;20;30;0;0;0;0;10;0;10;950;3;70;70;0
29;400;10;PE;160;0;10;45000;30;20;50;50;50;60;10;60;20;60;40;70;30;20;50;50;30;50;40;30;50;20;20;10;10;0;10;10;0;40;935;3;70;70;3,33333E+15
30;300;10;PE;180;10;10;45000;30;20;70;30;20;10;10;70;50;60;70;70;20;20;20;40;20;40;40;40;40;10;10;10;10;0;0;10;0;30;810;3;70;70;3,33333E+15
31;200;10;PE;120;10;0;190000;30;10;70;50;50;70;70;70;60;70;70;30;30;20;30;40;30;50;10;20;30;10;10;10;10;0;10;10;0;40;1040;3;70;70;6,66667E+15
32;260;10;PE;140;10;10;65000;50;20;60;40;50;70;60;70;50;60;50;70;20;20;40;20;20;40;20;30;20;20;20;10;10;0;0;10;0;30;1000;3;70;70;6
33;370;10;PE;160;0;10;65000;40;20;70;40;60;50;50;70;70;70;60;70;10;10;20;40;20;40;40;20;30;10;10;10;0;0;0;10;0;20;1045;3;70;70;5
34;500;10;PE;160;10;10;190000;30;10;70;0;30;20;20;50;0;60;0;40;40;10;10;50;20;10;50;10;50;30;10;10;0;0;0;10;0;20;730;3;70;50;6,66667E+15
35;490;10;RJ;140;0;10;45000;30;10;70;20;50;20;20;40;10;30;70;50;50;40;50;50;30;30;50;30;50;30;50;0;10;0;0;10;0;20;710;3;70;50;6,66667E+15
36;480;10;RJ;160;0;0;412500;30;20;70;70;70;70;70;70;30;70;70;50;20;20;20;50;20;10;50;40;50;10;10;10;10;0;0;10;0;30;1110;3;70;70;3,33333E+15
37;330;10;SP;160;10;10;45000;20;10;70;40;60;40;40;50;10;70;70;70;20;20;40;10;20;50;50;20;50;10;50;10;10;0;10;10;0;40;990;3;70;60;5
38;620;0;RJ;180;0;10;412500;30;20;70;70;70;70;20;70;10;70;70;70;50;10;10;50;10;10;50;40;50;10;10;10;10;0;0;10;0;30;1070;3;70;70;3,33333E+15
39;420;10;PE;220;10;10;65000;10;0;50;30;50;60;50;20;30;70;50;20;40;50;50;40;30;50;20;30;50;20;40;10;0;0;0;10;0;20;915;3;70;50;10
40;250;0;PE;160;10;10;25000;20;20;70;10;40;0;0;70;10;70;70;70;20;10;30;20;10;10;20;10;30;10;10;0;0;0;0;10;0;10;890;3;70;70;0
41;310;10;PE;180;0;10;80000;20;20;60;70;40;70;30;60;50;20;50;10;20;20;40;40;40;40;40;40;40;30;30;10;0;0;10;10;0;30;750;3;70;70;0
42;630;0;RJ;160;0;10;275000;30;10;70;60;70;70;30;50;50;50;60;50;20;10;20;40;10;10;20;10;30;10;10;0;0;0;0;0;10;0;985;3;70;70;6,66667E+15
43;600;0;RJ;180;0;10;412500;30;20;70;0;30;50;70;40;20;70;70;10;50;10;10;50;20;10;50;50;20;10;10;10;0;0;0;10;0;20;910;3;70;60;3,33333E+15
44;210;10;BA;120;0;10;15000;20;20;70;70;70;30;70;70;70;70;70;20;50;30;10;50;10;10;50;30;50;20;10;10;10;0;10;10;0;40;1055;3;70;70;0
45;210;0;PE;140;10;10;135000;40;30;60;30;60;20;40;70;50;60;40;40;20;20;20;20;20;20;20;20;20;20;10;10;10;0;0;10;0;30;940;3;70;70;25
46;270;10;PE;180;10;10;45000;40;40;70;20;60;30;40;70;10;50;60;70;20;20;50;30;30;40;40;30;40;20;30;10;0;0;0;10;0;20;935;3;70;70;0
47;300;10;MS;180;0;0;100000;20;10;70;10;50;70;70;70;70;70;70;10;20;10;30;30;20;30;50;40;30;20;10;0;0;0;0;10;0;10;1030;3;70;70;5
48;420;10;PE;120;0;10;15000;40;10;70;50;40;40;50;70;70;70;70;70;30;30;30;50;40;50;40;40;40;10;20;10;0;0;0;10;0;20;980;3;70;70;75
49;480;10;PE;160;0;10;65000;60;40;50;70;50;60;70;70;70;70;70;20;50;10;40;40;20;40;50;30;50;10;10;10;0;0;0;0;0;10;1025;3;70;70;3,33333E+15
50;580;10;PE;160;0;10;80000;30;30;70;70;70;40;70;30;70;10;70;10;40;40;50;50;30;50;20;10;50;30;50;10;0;0;0;0;0;10;820;3;70;70;0
51;340;0;SP;180;10;10;80000;10;10;70;70;40;70;70;0;70;70;0;70;50;50;40;40;50;50;40;50;40;30;40;0;0;0;0;10;0;10;995;3;70;70;0
52;270;0;PE;180;10;10;25000;40;30;60;50;50;50;50;70;30;70;70;70;30;30;50;40;40;40;30;40;30;20;30;10;0;0;0;10;0;20;1020;3;70;70;25
53;260;10;PE;140;0;10;190000;30;20;60;30;20;40;60;70;50;30;40;70;30;10;30;40;30;20;30;10;30;20;10;0;0;0;10;10;0;20;755;3;70;70;3,33333E+15
54;570;10;PE;120;0;10;190000;30;20;50;50;50;30;70;60;50;50;60;40;30;30;20;40;20;10;20;20;10;10;10;10;0;0;0;0;0;10;920;3;70;70;3,33333E+15
55;300;10;PE;160;0;10;65000;20;20;50;70;10;70;20;70;70;70;70;0;20;20;20;30;30;30;20;10;30;10;10;10;10;0;0;10;0;30;855;3;70;70;0
56;370;10;PE;160;0;10;135000;40;20;70;40;40;60;40;70;70;50;70;70;30;20;30;40;10;30;40;20;30;10;10;10;10;0;0;10;0;30;910;3;70;70;5
57;560;10;RJ;220;0;10;135000;40;40;70;40;70;40;70;60;30;30;60;30;50;30;40;50;40;30;30;30;50;20;10;10;10;10;10;10;0;50;905;3;70;70;0
58;450;10;PE;160;0;10;100000;50;20;70;50;50;40;70;70;70;70;70;40;30;20;30;40;20;30;20;20;20;10;20;0;0;0;0;10;0;10;1015;3;70;70;6
59;350;10;PE;220;0;10;135000;20;20;70;30;50;70;60;70;0;70;30;10;40;30;40;50;20;10;50;50;50;20;10;0;0;0;0;10;0;10;1000;3;70;70;0
60;610;10;RJ;220;0;10;275000;20;20;70;70;70;70;40;70;50;70;70;20;40;20;20;50;20;40;50;30;50;10;10;10;10;0;0;10;0;30;1065;3;70;70;0
61;360;10;PE;160;0;10;135000;20;20;70;30;30;50;50;70;60;50;50;40;10;10;30;20;20;30;10;10;30;10;20;10;0;0;0;0;0;10;855;3;70;70;0
62;260;10;PE;160;10;10;25000;20;20;70;40;20;60;70;70;50;60;70;70;10;10;50;40;20;30;40;30;40;20;30;10;10;0;10;10;0;40;920;3;70;70;0
63;190;10;PE;140;10;10;100000;30;30;60;40;40;60;30;60;50;70;70;50;50;40;30;50;30;40;40;20;50;30;30;0;10;0;0;10;0;20;970;3;70;70;0
64;270;10;PE;140;0;10;45000;20;10;70;30;60;60;70;20;70;60;70;70;40;20;30;40;20;30;50;20;40;20;30;10;10;0;10;10;0;40;1040;3;70;70;5
65;190;10;PE;140;10;0;45000;50;40;70;20;40;40;30;20;50;50;70;60;30;40;40;40;30;50;40;20;50;20;30;10;10;0;10;10;0;40;875;3;70;70;2
66;460;0;AL;160;0;10;45000;40;30;70;30;50;10;20;70;20;30;50;70;30;10;20;20;30;20;40;10;20;10;10;0;10;0;0;0;0;10;780;3;70;70;25
67;210;0;PE;140;10;10;15000;10;10;70;0;0;50;40;30;70;70;70;0;30;20;40;40;30;30;10;20;50;20;10;10;10;0;10;10;0;40;825;3;70;70;0
68;480;0;PE;120;0;0;80000;30;10;70;40;70;50;70;70;50;70;30;30;40;30;30;40;30;30;30;30;30;30;30;10;0;0;10;10;0;30;1060;3;70;70;6,66667E+15
69;300;0;PE;160;10;10;135000;30;20;70;50;70;70;70;50;70;50;70;50;40;20;10;50;20;30;50;50;50;30;10;10;0;0;0;10;0;20;1030;3;70;70;3,33333E+15
70;350;10;PE;120;10;10;15000;30;10;70;70;70;70;70;70;70;0;0;0;30;40;40;50;20;50;50;40;20;20;10;10;0;0;0;10;0;20;770;3;70;70;6,66667E+15
71;240;0;PE;160;10;10;25000;50;50;70;30;60;40;30;50;40;30;70;20;20;20;30;20;20;40;10;20;20;10;20;10;10;0;0;0;0;20;835;3;70;70;0
72;280;10;PE;180;10;10;80000;40;30;70;60;70;70;50;50;0;70;50;70;20;30;40;40;20;50;30;40;30;20;10;10;0;0;0;10;0;20;1010;3;70;50;25
73;360;10;PE;160;0;0;45000;30;20;70;30;70;50;30;70;70;50;60;30;20;20;30;30;10;30;10;40;10;20;30;10;0;0;0;0;0;10;955;3;70;70;3,33333E+15
74;610;10;PE;140;0;0;100000;30;20;70;30;0;50;70;70;40;60;30;40;40;20;40;40;20;40;30;40;30;20;20;10;0;0;0;10;0;20;815;3;70;70;3,33333E+15
75;380;10;PE;160;0;10;45000;20;20;70;20;70;70;50;70;50;30;70;70;40;20;30;50;20;30;50;20;50;10;10;10;0;0;0;0;0;10;940;3;70;70;0
76;360;0;PE;160;10;10;100000;30;20;70;10;20;70;30;70;70;40;70;70;20;10;20;40;20;40;20;30;20;10;10;10;10;0;10;10;0;40;810;3;70;70;3,33333E+15
77;560;10;PB;220;10;10;190000;10;10;70;40;50;60;70;70;40;50;70;70;20;20;40;40;40;50;30;40;40;20;20;10;0;0;0;10;0;20;970;3;70;70;0
78;330;10;PE;120;0;10;15000;30;20;70;60;40;50;70;60;70;60;40;30;20;40;50;50;20;40;10;10;20;10;20;10;0;0;0;0;0;10;935;3;70;70;3,33333E+15
79;240;0;PE;140;0;10;65000;20;20;50;30;0;40;60;70;60;40;70;60;30;20;30;50;20;10;50;40;50;20;10;10;10;0;10;10;0;40;745;3;70;70;0
80;260;0;PE;160;10;10;275000;40;40;70;70;70;70;60;70;60;70;70;50;40;20;30;40;30;30;30;20;50;30;40;10;0;0;0;10;0;20;1100;3;70;70;0
81;230;10;PE;160;10;10;25000;10;10;70;50;50;50;10;70;0;70;70;70;30;20;20;40;30;20;50;50;30;10;10;10;10;0;0;10;0;30;980;3;70;70;0
82;320;10;SP;160;0;10;65000;30;20;70;70;10;70;30;70;30;70;70;70;30;20;40;40;30;40;30;10;30;10;30;10;10;0;0;10;0;30;900;3;70;70;3,33333E+15
83;640;10;SP;180;10;0;135000;10;0;70;70;70;70;70;50;40;70;70;50;40;40;40;50;40;50;20;40;50;40;40;0;0;0;0;10;0;10;1110;3;70;70;10
84;470;10;PE;160;0;10;100000;30;20;70;60;70;70;70;70;50;60;70;30;40;40;20;30;20;40;20;40;30;20;20;0;0;0;0;10;0;10;1060;3;70;70;3,33333E+15
85;340;10;PE;160;0;10;80000;40;20;70;0;50;0;30;40;40;70;70;70;20;10;40;20;20;30;10;20;10;10;10;10;0;0;0;0;0;10;950;3;70;70;5
86;360;10;PE;160;0;10;412500;40;20;70;40;70;70;20;70;20;20;70;50;50;10;10;50;20;10;40;40;50;10;10;10;0;0;0;10;0;20;860;3;70;70;5
87;210;0;PE;140;0;10;80000;40;40;50;30;40;30;40;60;50;40;50;40;20;10;40;20;30;40;10;20;20;10;20;10;10;0;10;10;0;40;815;3;70;70;0
88;370;10;PE;160;0;10;412500;40;10;70;50;70;70;40;70;70;70;10;70;20;10;40;40;30;40;50;50;40;20;40;0;0;0;0;10;0;10;1060;3;70;70;75
89;390;10;PE;160;0;10;65000;20;20;70;40;40;50;70;0;70;70;70;20;40;30;40;50;30;50;40;40;50;40;40;10;10;0;10;10;0;40;985;3;70;70;0
90;400;10;PE;160;0;10;45000;30;10;60;40;30;60;60;50;70;70;70;20;20;10;30;40;20;30;30;10;40;10;30;10;10;0;0;10;0;30;955;3;70;70;6,66667E+15
91;380;10;PE;160;0;10;45000;20;20;70;40;70;70;70;70;50;70;70;50;50;20;30;50;20;30;50;10;50;20;10;10;0;0;0;10;0;20;1110;3;70;70;0
92;610;0;PB;220;0;10;190000;50;30;70;30;30;70;70;70;70;30;70;20;40;20;40;40;30;50;40;40;30;20;20;10;0;0;0;10;0;20;815;3;70;70;4
93;230;10;PE;140;10;0;135000;50;20;70;30;70;50;30;70;50;70;70;70;20;10;30;30;30;40;20;20;20;20;10;10;10;0;0;0;0;20;1060;3;70;70;6
94;260;10;PE;160;10;10;412500;20;10;10;20;30;50;60;70;70;70;20;20;40;10;20;20;20;40;20;40;40;20;10;10;10;0;10;0;0;30;840;3;30;70;5
95;250;10;PE;140;10;10;45000;20;20;70;40;70;70;70;40;70;70;20;20;20;20;30;40;20;30;40;40;30;10;20;10;10;0;10;10;0;40;1070;3;70;70;0
96;690;10;AM;50;0;0;25000;20;10;40;30;50;0;10;60;20;10;60;20;40;20;30;50;30;40;20;10;40;10;10;0;0;0;0;0;10;0;660;3;70;70;5
97;330;0;PE;160;0;10;45000;30;20;70;0;10;10;30;50;30;70;40;50;20;20;30;20;10;20;30;30;10;10;10;10;10;0;0;10;0;30;815;3;70;70;3,33333E+15
98;210;0;PE;140;10;0;275000;50;20;40;70;70;50;70;70;70;70;70;40;30;10;40;40;30;40;40;40;50;20;10;10;10;0;0;0;0;20;1085;3;70;70;6
99;510;10;PE;160;0;10;15000;50;30;70;70;70;60;70;70;10;70;70;70;40;20;40;50;10;30;50;10;20;10;10;10;10;0;10;10;0;40;1110;3;70;70;4
100;210;10;PE;140;10;10;100000;30;30;60;60;40;50;50;70;0;70;70;70;20;10;10;30;20;30;20;10;30;10;10;10;10;0;10;10;0;40;990;3;70;70;0
101;210;10;PE;140;10;0;45000;30;20;60;40;60;60;50;70;70;70;70;70;40;20;30;50;40;40;40;20;30;20;10;10;10;0;0;10;0;30;1060;3;70;70;3,33333E+15
102;210;10;PR;140;10;10;25000;40;40;60;30;40;40;30;50;40;60;30;50;50;30;40;50;30;40;50;40;50;10;30;10;10;0;10;10;0;40;890;3;70;70;0
103;310;10;PE;160;10;10;45000;20;10;70;30;20;20;70;70;70;40;70;70;20;10;40;50;30;40;40;10;50;10;10;10;10;0;0;10;0;30;800;3;70;70;5
104;270;0;PE;160;10;0;412500;20;10;70;20;70;50;70;70;70;70;70;10;40;30;30;50;40;40;40;30;40;20;10;10;10;0;0;10;0;30;1070;3;70;70;5
105;450;0;RJ;160;10;10;135000;40;20;70;60;60;70;50;70;60;70;50;70;20;10;30;20;10;30;10;10;10;10;10;10;10;0;10;10;0;40;1060;3;70;70;5
106;480;10;PE;160;10;10;65000;40;40;50;70;60;70;70;70;70;70;60;50;40;40;30;40;30;30;40;40;30;10;20;10;10;0;0;10;0;30;1075;3;70;70;0
107;190;10;PE;140;10;0;190000;50;10;70;0;40;60;60;70;0;70;70;30;10;10;10;20;20;40;40;30;20;30;10;10;10;0;0;10;0;30;990;3;70;70;8
108;560;10;PE;180;10;10;25000;20;20;40;50;20;30;20;20;30;70;60;60;10;10;20;20;20;20;10;10;20;10;10;0;0;0;0;10;0;10;790;3;70;50;0
109;250;10;PE;160;10;10;45000;10;10;70;0;0;10;30;40;30;70;70;50;20;10;10;40;20;10;40;20;40;10;10;10;10;0;0;0;0;20;800;3;70;70;0
110;190;10;PB;120;10;10;25000;30;30;70;30;10;10;30;30;40;20;40;40;20;10;30;20;10;20;10;10;40;10;10;10;0;0;0;0;0;10;610;3;70;70;0
111;440;10;PB;50;0;10;15000;30;30;70;70;70;70;70;70;70;70;70;70;30;40;40;30;30;40;20;40;50;40;20;10;10;0;0;0;0;20;1120;3;70;70;0
112;550;0;PB;50;0;10;15000;30;30;70;40;50;50;70;30;70;0;0;20;20;50;40;40;20;40;20;20;30;30;30;10;0;0;0;10;0;20;700;3;70;70;0
113;480;10;SP;160;0;0;25000;20;10;50;40;50;70;50;50;20;70;70;70;20;10;20;20;30;40;20;20;40;20;20;10;0;0;0;10;0;20;1040;3;70;70;5
114;420;10;SP;220;0;10;45000;20;20;70;30;30;50;20;70;20;60;50;50;40;10;20;40;20;20;40;10;40;20;10;10;10;0;0;10;0;30;870;3;70;70;0
115;580;0;SP;160;0;10;45000;20;10;70;40;70;70;50;40;40;70;70;70;30;10;30;40;20;30;40;10;40;20;10;10;10;0;0;10;0;30;1100;3;70;70;5
116;210;10;PE;140;10;10;100000;30;20;70;40;50;70;70;70;30;70;70;70;40;10;30;50;40;50;50;50;50;20;40;10;0;0;0;10;0;20;1060;3;70;70;3,33333E+15
117;440;10;RJ;160;0;10;100000;40;20;70;40;70;50;40;60;40;70;70;70;30;40;40;40;30;40;50;50;30;10;10;10;0;0;0;10;0;20;1070;3;70;70;5
118;280;10;SP;160;10;0;25000;30;20;70;20;40;20;0;50;20;30;50;70;10;10;30;30;10;30;20;20;30;10;10;10;10;0;0;10;0;30;740;3;70;70;3,33333E+15
119;750;10;RJ;180;10;0;135000;10;0;70;70;70;70;70;70;50;50;40;10;50;40;50;50;40;50;50;50;40;20;30;10;0;0;0;0;0;10;995;3;70;70;10
120;290;0;BA;160;10;10;100000;20;20;50;40;70;50;70;70;70;70;70;30;10;10;40;40;30;50;20;40;50;20;10;10;0;0;0;10;0;20;1080;3;70;70;0
121;290;0;BA;160;0;10;190000;20;20;70;60;50;70;70;70;70;50;70;30;30;10;20;30;20;40;20;40;30;20;10;10;0;0;0;10;0;20;960;3;70;70;0
122;260;0;BA;160;0;10;100000;40;40;70;50;60;60;60;40;70;60;50;60;40;20;10;40;20;10;30;30;40;20;10;10;10;0;0;10;0;30;1015;3;70;70;0
123;320;10;BA;160;10;10;25000;40;20;30;10;20;40;60;70;30;70;70;20;10;10;30;20;20;50;30;20;20;20;10;10;0;0;0;0;0;10;845;3;40;70;5
124;280;10;BA;160;10;0;135000;40;30;70;20;30;60;70;70;70;60;70;60;40;20;30;50;20;40;40;30;50;20;10;10;10;0;0;10;0;30;945;3;70;70;25
125;290;10;BA;160;10;10;100000;20;20;70;30;50;40;70;70;70;70;50;40;20;10;30;30;30;30;20;20;40;20;10;10;0;0;0;10;0;20;1005;3;70;70;0
126;330;10;PE;160;0;10;45000;20;20;70;20;50;50;50;70;30;70;70;60;10;10;20;30;20;40;40;20;40;20;30;10;10;0;0;10;0;30;1015;3;70;70;0
127;300;0;BA;160;0;10;45000;40;40;40;30;50;50;70;70;70;70;30;50;20;20;40;30;20;30;40;30;30;20;30;0;0;0;0;10;0;10;1010;3;70;70;0
128;300;10;BA;160;10;10;135000;20;20;70;50;70;70;70;70;40;20;70;10;40;20;30;40;20;20;40;40;40;30;20;0;0;0;0;10;0;10;890;3;70;70;0
129;330;10;CE;140;10;10;25000;20;20;70;20;50;60;30;30;40;40;40;20;20;40;50;30;30;40;40;30;40;20;20;10;10;0;0;10;0;30;850;3;70;70;0
130;430;10;CE;160;0;10;45000;30;20;20;10;70;70;70;40;70;70;10;0;40;20;50;50;30;50;40;30;20;10;30;10;0;0;0;0;0;10;975;3;30;70;3,33333E+15
131;450;0;CE;160;10;10;25000;30;30;70;50;70;70;70;70;40;30;10;30;20;10;40;40;20;50;40;50;20;20;30;10;10;0;0;10;0;30;910;3;70;70;0
132;370;10;PE;160;0;10;275000;40;20;70;60;60;60;70;70;70;70;70;70;40;20;30;50;40;50;30;10;40;10;10;10;10;0;0;0;0;20;1080;3;70;70;5
133;300;0;CE;120;0;0;15000;30;10;50;0;30;20;50;30;50;20;70;70;20;20;20;10;20;10;20;10;10;10;10;10;0;0;0;0;0;10;690;3;50;70;6,66667E+15
134;370;10;PE;160;0;10;100000;40;20;70;70;70;70;70;70;70;70;70;50;30;20;20;40;20;30;40;20;40;20;30;10;10;0;0;0;0;20;1110;3;70;70;5
135;220;0;CE;120;10;10;25000;30;20;70;20;30;40;60;70;0;50;40;20;20;50;50;30;30;40;30;30;20;10;40;10;10;0;10;0;0;30;840;3;70;70;3,33333E+15
136;530;10;CE;160;0;10;45000;30;30;70;20;0;20;30;70;20;70;0;50;40;40;50;50;20;40;50;20;50;20;40;10;0;0;10;10;0;30;775;3;70;70;0
137;210;10;CE;120;10;10;15000;50;30;70;0;70;0;70;70;70;70;70;40;30;50;40;30;20;30;50;50;30;20;20;10;10;0;0;10;0;30;1035;3;70;70;4
138;370;10;PE;160;0;10;190000;50;30;70;50;60;70;70;30;70;70;30;10;30;10;30;40;40;50;50;30;20;30;30;10;0;0;10;10;0;30;1040;3;70;70;4
139;330;0;CE;160;0;10;25000;30;0;60;10;70;30;50;50;40;50;30;20;40;20;40;30;30;50;20;20;10;10;20;10;0;0;0;0;0;10;935;3;70;70;10
140;500;10;CE;120;0;10;15000;30;10;40;50;30;30;70;30;40;60;0;20;40;30;10;50;40;40;50;50;20;20;30;10;10;0;10;0;0;30;860;3;70;70;6,66667E+15
141;290;0;CE;120;0;10;15000;30;10;70;20;30;10;20;70;50;40;70;0;40;20;30;50;20;10;50;30;50;10;10;10;10;10;0;10;0;40;735;3;70;70;6,66667E+15
