age;gender;edu;marry;job;income;people;peoplew;cereal;tubers;legumes;vegetables;fruits;fish;eggs;dairy;fats;sweets;know;consider;paymore;fsi;dr
40;1;16;1;0;1500;3;1;7;1;1;1;3;2;5;1;7;3;5;2;3;30;0,667
38;1;12;1;1;2500;2;1;7;6;6;5;6;7;4;4;4;7;4;3;3;64,5;0,500
38;1;12;1;1;2500;2;2;7;6;6;5;6;7;4;4;4;7;4;4;3;64,5;0,000
47;0;22;1;1;19000;2;2;1;5;1;6;6;7;7;0;1;1;5;5;5;30;0,000
37;0;16;0;1;4500;1;2;5;3;4;4;4;6;3;3;5;4;3;3;3;50,5;-1,000
24;0;14;0;1;2500;4;1;7;1;7;5;3;7;4;3;7;5;2;2;2;61;0,750
52;1;16;1;1;4500;2;2;2;7;3;7;1;7;0;7;7;7;3;3;5;66;0,000
51;1;12;1;1;1500;4;1;7;3;7;7;3;5;2;3;5;7;2;3;5;63;0,750
39;1;16;0;1;1500;2;2;1;1;2;0;1;2;1;5;2;4;4;2;2;41;0,000
40;1;16;1;1;6500;7;2;7;1;7;7;7;4;7;7;7;7;4;4;5;84;0,714
50;1;12;1;0;1500;4;3;7;0;7;7;7;0;3;7;7;7;3;5;3;84;0,250
28;1;16;1;1;1500;4;0;7;4;3;7;7;7;2;7;7;1;3;1;2;69;1,000
31;1;16;0;1;1500;4;2;7;4;7;2;5;3;0;7;7;7;2;1;3;77;0,500
20;1;12;0;1;1500;5;3;0;3;7;4;6;6;5;4;7;5;4;2;1;66;0,400
35;0;12;0;1;1500;5;2;5;2;3;3;2;3;6;4;6;2;2;2;3;48;0,600
46;0;14;1;1;6500;4;3;7;7;7;7;7;7;5;3;3;2;1;1;3;63,5;0,250
34;1;16;1;1;10000;3;2;7;2;3;4;7;7;2;7;7;7;3;1;1;69;0,333
33;1;12;0;1;1500;4;2;5;0;1;2;1;1;3;2;4;1;2;3;2;30,5;0,500
68;1;12;0;0;1500;5;3;7;6;7;4;4;7;3;3;7;7;2;2;3;62;0,400
25;1;14;0;1;6500;3;4;7;3;2;4;2;2;6;4;7;7;1;1;3;49;-0,333
65;0;12;1;1;4500;2;3;7;4;3;3;3;3;5;4;5;2;5;3;5;48,5;-0,500
40;1;16;1;1;2500;3;2;7;4;7;5;1;7;3;2;7;5;3;1;3;55;0,333
34;1;12;1;1;4500;3;1;7;4;5;5;2;5;7;7;6;6;1;3;3;70;0,667
48;1;12;1;1;2500;3;2;3;3;4;3;6;6;2;3;2;2;3;2;3;49;0,333
48;0;12;1;1;8000;4;2;7;2;7;5;3;5;2;2;3;3;2;2;3;54;0,500
32;1;14;0;1;2500;1;4;5;3;3;3;3;7;7;7;7;2;4;5;5;61,5;-3,000
53;0;12;1;1;4500;5;0;7;5;7;6;7;7;7;7;7;0;3;5;1;79,5;1,000
44;1;12;0;1;2500;3;3;3;0;7;7;4;1;4;7;3;7;1;1;1;78;0,000
43;0;14;0;1;6500;2;2;7;5;7;4;2;7;5;4;7;7;2;1;3;64;0,000
36;1;22;1;1;8000;3;2;7;3;3;5;3;7;0;4;5;5;4;3;5;52;0,333
40;1;16;1;0;2500;2;2;7;2;7;7;4;7;5;0;7;7;3;2;1;53;0,000
41;1;16;0;1;4500;1;1;5;2;2;1;2;7;1;3;6;5;4;2;5;40,5;0,000
35;1;16;0;1;2500;1;1;4;2;4;3;5;7;5;4;5;7;3;2;3;56;0,000
44;0;12;1;1;4500;3;1;7;7;7;7;7;7;7;7;7;7;1;1;1;84;0,667
31;1;12;1;0;1500;2;1;7;0;7;7;3;4;5;4;7;7;4;3;3;68;0,500
55;1;16;0;1;2500;1;1;7;4;5;5;2;4;2;2;4;7;1;1;3;49,5;0,000
40;1;12;1;1;2500;4;1;7;7;7;5;6;7;7;6;7;7;3;5;3;77;0,750
40;1;12;0;0;1500;2;2;6;1;5;0;1;3;0;4;2;5;1;1;3;49,5;0,000
44;1;9;1;1;2500;3;1;7;2;2;3;3;7;1;7;7;7;1;4;5;61;0,667
45;1;16;0;1;2500;1;2;7;2;4;1;7;0;5;7;7;7;1;5;2;69;-1,000
37;1;22;1;1;2500;3;0;7;6;5;6;6;7;5;6;7;6;3;1;2;71,5;1,000
39;1;14;1;1;2500;4;2;7;2;5;2;5;6;5;4;6;5;3;1;1;57,5;0,500
58;1;16;0;1;2500;1;2;3;2;4;6;6;6;6;7;6;7;4;3;3;72,5;-1,000
51;0;16;1;1;2500;4;1;6;3;6;5;6;3;5;6;6;6;4;3;3;73;0,750
40;1;16;1;1;2500;4;2;7;7;6;7;6;7;7;7;7;7;4;3;1;80;0,500
44;1;16;0;1;4500;3;2;7;0;6;5;5;0;3;7;7;7;2;2;3;77;0,333
32;1;16;0;1;1500;1;2;7;7;7;7;7;7;0;7;2;3;4;1;3;79,5;-1,000
27;1;16;0;1;4500;4;1;7;4;2;2;3;2;4;3;3;7;4;3;3;42;0,750
24;0;11;0;1;1500;4;2;4;4;2;7;4;4;7;2;4;4;2;1;2;43;0,500
25;0;14;1;1;1500;2;3;7;1;7;4;7;7;7;7;7;3;1;1;3;79;-0,500
41;1;9;1;1;1500;4;2;7;4;3;7;4;3;4;2;3;2;3;1;1;44,5;0,500
38;1;16;1;1;10000;2;2;2;2;4;5;7;7;4;2;2;1;3;2;5;47,5;0,000
27;1;14;0;0;13500;2;2;7;0;7;7;7;7;7;7;0;7;3;4;3;80,5;0,000
45;0;16;1;1;2500;3;1;5;3;5;4;5;5;4;4;4;4;4;2;2;58;0,667
29;0;12;1;1;1500;3;1;7;2;3;1;2;7;5;4;7;0;4;2;3;45,5;0,667
50;1;12;1;1;1500;3;1;4;5;3;3;7;3;4;6;0;2;4;3;1;58;0,667
33;0;16;1;1;2500;3;1;6;1;7;3;5;5;4;5;3;2;4;2;3;65,5;0,667
37;1;16;1;1;19000;5;0;7;5;6;7;7;3;7;7;3;1;3;1;3;76;1,000
21;1;12;0;1;1500;5;3;7;0;7;0;7;7;7;7;7;4;3;5;3;75,5;0,400
53;1;16;1;1;4500;3;3;7;2;0;2;3;7;2;7;0;5;4;4;5;49,5;0,000
22;0;12;0;1;2500;3;3;7;2;3;4;6;7;0;5;4;2;2;5;5;56;0,000
37;1;16;1;1;10000;4;2;7;7;7;7;7;7;7;7;7;5;3;2;2;83;0,500
30;0;12;1;0;1500;3;2;5;0;3;2;5;3;5;2;7;7;2;2;2;45;0,333
37;1;16;1;1;27500;4;1;7;6;6;6;7;7;7;7;7;7;4;2;3;80;0,750
45;0;16;0;1;2500;3;2;7;5;7;7;7;7;4;3;1;3;2;1;3;63;0,333
43;1;16;1;1;4500;3;3;2;1;7;7;7;4;7;7;1;0;4;2;5;76,5;0,000
33;1;14;0;1;2500;2;2;7;2;5;6;3;3;4;4;4;2;2;4;5;57;0,000
30;1;16;0;1;13500;2;2;7;5;7;7;7;7;4;2;7;1;4;2;3;61;0,000
30;0;16;1;1;4500;4;2;4;3;5;5;7;7;7;7;3;5;2;2;3;73;0,500
33;1;16;1;1;4500;2;4;7;2;5;5;5;7;3;7;7;6;1;1;2;73,5;-1,000
29;1;16;0;1;10000;2;2;7;3;5;4;7;7;7;7;5;4;2;1;3;72,5;0,000
28;1;16;0;0;13500;4;2;7;2;3;6;7;7;7;6;7;6;4;2;3;66,5;0,500
32;1;16;0;1;2500;4;3;3;1;2;4;6;7;3;7;7;2;1;1;3;62,5;0,250
26;0;16;1;1;10000;4;2;7;5;6;6;6;4;7;6;5;6;4;2;1;73,5;0,500
29;0;16;1;1;19000;2;4;7;6;5;7;7;7;7;5;7;3;3;1;2;68;-1,000
29;0;16;0;1;10000;2;2;5;4;7;5;7;7;7;7;7;3;1;1;3;80;0,000
75;1;18;0;0;13500;1;2;7;7;7;7;7;7;5;5;4;1;5;4;5;71,5;-1,000
28;1;16;0;0;2500;3;0;7;2;4;2;0;5;2;3;5;7;1;1;3;46;1,000
44;1;16;1;1;10000;4;2;7;4;7;5;4;6;4;7;7;7;3;4;3;79;0,500
21;1;14;0;1;10000;3;2;7;4;5;7;7;7;3;7;7;7;4;1;3;78;0,333
58;0;16;1;1;4500;2;2;7;4;7;7;5;4;4;7;7;7;3;1;3;82;0,000
42;1;22;1;1;4500;2;1;7;3;3;5;2;7;2;6;5;5;4;1;2;59;0,500
48;1;16;1;0;2500;2;2;5;4;5;7;5;5;2;7;7;7;2;1;2;76;0,000
55;0;5;1;1;1500;3;1;7;4;5;5;7;3;7;0;0;2;2;5;3;42;0,667
44;1;5;1;1;1500;3;3;7;7;7;7;7;7;7;7;7;7;3;4;3;84;0,000
19;1;12;0;1;2500;3;3;7;3;1;1;3;3;4;2;4;4;2;1;3;33;0,000
25;1;16;0;1;4500;1;3;7;0;0;1;3;4;3;7;7;5;2;1;1;52;-2,000
56;1;18;0;1;2500;2;1;4;5;2;3;2;2;3;7;6;6;1;1;2;59;0,500
19;1;14;0;0;19000;5;2;7;0;4;6;6;7;0;7;7;3;1;1;1;71;0,600
48;1;16;0;1;6500;4;1;5;7;6;7;7;7;7;7;6;5;4;4;3;79,5;0,750
45;0;16;0;1;13500;4;4;7;6;6;7;5;7;6;7;5;7;2;1;3;78;0,000
27;0;16;0;0;41250;2;2;7;2;7;5;7;7;7;7;7;1;4;3;3;79;0,000
31;1;16;0;1;4500;2;1;7;3;2;2;7;7;7;4;7;7;2;1;3;52;0,500
21;1;14;0;1;2500;4;1;6;3;4;4;3;5;4;6;3;5;5;3;3;61;0,750
21;1;14;0;0;4500;3;4;6;4;6;6;5;7;7;7;7;7;4;2;3;78;-0,333
21;1;14;0;1;10000;3;2;6;6;4;5;5;7;0;7;7;7;2;1;1;71;0,333
51;1;16;1;1;1500;5;3;7;7;7;6;7;7;1;7;7;7;4;2;3;83;0,400
21;0;14;0;0;27500;5;3;4;7;7;5;7;7;7;7;7;4;3;1;3;80,5;0,400
33;0;16;1;1;4500;3;2;7;0;1;1;3;5;3;7;4;5;2;2;3;53,5;0,333
69;1;5;1;0;2500;2;2;4;3;5;0;1;6;2;1;6;2;4;2;3;38;0,000
25;1;14;0;1;4500;2;1;7;4;7;7;7;4;7;7;2;2;2;2;3;79;0,500
26;1;16;0;1;41250;2;2;1;2;3;5;6;7;7;7;2;2;4;1;2;63;0,000
23;1;14;0;0;13500;5;1;7;3;7;5;3;7;5;7;7;7;2;1;3;78;0,800
61;0;22;1;1;19000;5;2;7;3;3;7;7;7;7;3;7;2;4;2;3;53,5;0,600
38;1;16;1;1;4500;2;3;7;4;7;7;7;7;5;7;7;5;5;2;3;83;-0,500
40;1;16;1;1;4500;3;2;6;4;3;6;6;5;7;7;7;2;2;1;3;67,5;0,333
39;1;16;1;1;6500;2;1;7;4;4;5;7;0;7;7;7;2;4;3;3;70,5;0,500
37;1;16;1;1;41250;4;2;7;5;7;7;4;7;7;7;1;7;2;1;3;78;0,500
21;0;14;1;1;8000;4;1;5;3;4;3;4;6;5;4;5;4;2;1;3;53,5;0,750
36;1;16;1;1;41250;4;4;7;4;7;7;2;7;2;2;7;5;5;1;1;58;0,000
34;1;16;1;1;8000;4;2;7;0;5;0;3;4;4;7;7;7;2;1;3;67;0,500
47;1;16;1;1;10000;3;2;7;6;7;7;7;7;5;6;7;3;4;4;2;78;0,333
64;1;18;0;0;13500;1;2;7;7;7;7;7;5;4;7;7;5;4;4;3;83;-1,000
32;1;16;1;1;6500;3;0;7;7;1;7;3;7;3;7;7;7;3;2;3;62;1,000
23;1;16;0;1;2500;1;2;7;5;5;5;1;7;0;7;7;7;3;2;2;70;-1,000
26;0;16;0;1;27500;4;1;7;7;7;7;6;7;6;7;7;5;4;2;3;82;0,750
24;0;14;1;1;6500;2;4;5;3;0;4;6;7;6;4;7;6;3;2;3;46,5;-1,000
33;1;12;1;1;1500;3;2;7;6;4;5;7;6;7;6;4;3;2;4;5;65,5;0,333
56;1;22;0;1;19000;1;2;7;4;5;6;7;7;4;5;7;7;2;2;3;69;-1,000
36;0;16;0;1;10000;3;1;7;1;2;7;3;7;7;4;7;7;2;1;2;53;0,667
38;1;16;1;1;4500;2;2;7;2;7;7;5;7;5;3;7;7;4;2;3;66;0,000
61;1;14;1;0;10000;3;2;7;3;0;5;7;7;4;6;3;4;4;2;3;53,5;0,333
36;1;16;1;0;4500;3;2;7;3;7;5;3;7;7;5;6;3;2;2;3;67,5;0,333
28;1;18;0;1;8000;4;2;7;6;7;7;5;5;0;7;5;7;2;3;3;81;0,500
24;0;16;0;1;2500;5;3;7;3;6;4;3;5;4;3;7;2;2;2;3;55,5;0,400
35;1;12;0;1;1500;3;5;7;7;7;7;7;7;7;0;0;0;3;4;3;49;-0,667
30;0;16;0;1;13500;3;1;7;5;7;7;7;5;7;5;7;5;4;2;1;75;0,667
48;0;12;1;0;8000;3;2;7;4;7;5;7;7;5;7;3;3;4;3;3;78;0,333
21;0;14;0;1;1500;1;1;7;0;0;5;4;3;7;7;7;0;3;2;3;54,5;0,000
46;0;16;1;1;4500;4;1;7;3;5;1;2;7;2;3;5;7;3;1;2;50;0,750
19;1;14;0;0;4500;5;3;7;2;4;4;3;2;5;5;7;6;3;4;3;59,5;0,400
27;1;14;1;1;4500;2;4;7;3;6;6;7;2;7;6;7;7;4;2;3;76;-1,000
19;1;14;0;1;10000;3;1;6;4;4;6;3;6;5;7;7;5;5;4;3;69;0,667
26;1;16;0;1;2500;2;3;7;4;2;6;7;7;5;6;7;7;1;1;5;64;-0,500
36;1;16;1;1;13500;2;2;7;3;3;5;5;7;6;5;5;4;1;1;3;57,5;0,000
61;1;22;1;1;27500;2;2;7;7;7;7;4;7;5;7;7;2;4;2;2;78,5;0,000
35;1;22;1;1;13500;2;2;7;3;5;7;6;7;0;7;3;1;4;3;3;72;0,000
45;1;16;1;1;10000;5;2;7;5;5;4;7;7;7;7;7;4;3;2;3;73,5;0,600
56;1;22;1;1;13500;4;2;7;4;7;4;7;6;3;3;6;3;5;3;3;62,5;0,500
37;1;16;1;1;13500;4;4;7;4;4;6;4;7;7;5;7;7;3;2;3;63;0,000
30;1;16;1;1;6500;2;2;5;7;1;7;2;7;7;7;7;0;2;2;2;57,5;0,000
57;1;12;1;1;19000;3;2;5;5;5;3;7;6;5;5;6;4;3;3;2;64;0,333
26;1;14;1;1;19000;3;2;6;3;2;4;6;7;5;3;4;7;3;1;3;47,5;0,333
27;0;18;0;1;2500;4;2;6;5;5;5;5;7;3;7;7;7;3;3;5;74;0,500
34;0;18;0;1;8000;1;3;7;7;4;7;7;0;7;7;0;7;5;5;3;71,5;-2,000
58;1;16;1;1;8000;3;1;7;7;7;4;7;3;7;1;7;1;4;4;5;54;0,667
48;1;16;1;1;6500;6;3;5;7;5;6;7;7;7;7;7;2;5;1;3;74,5;0,500
42;1;12;1;1;1500;4;4;7;5;4;4;5;7;7;7;7;7;3;3;3;70;0,000
30;1;18;1;0;10000;2;1;7;1;5;7;7;7;7;7;7;1;2;1;3;75;0,500
27;1;18;0;1;4500;4;1;7;2;6;3;4;7;1;5;6;7;2;2;5;65,5;0,750
21;0;14;0;1;13500;4;4;6;3;6;2;4;7;5;6;4;4;2;2;2;66;0,000
21;1;12;1;1;1500;2;3;7;7;7;3;7;7;7;7;7;2;5;3;1;77,5;-0,500
60;0;18;1;1;41250;3;2;7;0;3;5;7;4;2;7;7;1;5;1;1;67;0,333
63;0;16;1;1;27500;3;2;7;6;7;7;3;5;5;5;6;5;2;1;2;70,5;0,333
31;1;18;1;1;8000;2;1;6;7;4;7;3;6;5;2;5;1;2;2;3;47;0,500
25;0;16;0;1;2500;2;2;7;1;4;0;0;7;1;7;7;7;2;1;3;61;0,000
42;1;22;0;1;6500;1;2;5;3;5;6;5;2;3;7;5;2;4;5;5;71,5;-1,000
62;0;18;1;1;41250;3;0;7;7;7;7;2;7;1;7;7;7;5;1;1;79;1,000
33;1;16;0;1;4500;2;2;7;4;6;4;4;5;1;7;7;7;2;2;3;75;0,000
48;1;16;1;0;41250;3;1;7;7;7;7;7;7;3;7;7;5;2;2;2;83;0,667
49;1;14;1;1;4500;3;2;7;2;5;2;2;4;1;3;7;5;5;4;5;51;0,333
50;1;16;0;1;19000;3;1;7;0;3;2;2;5;0;6;0;4;4;1;1;53;0,667
37;1;16;1;1;6500;4;1;7;4;6;5;5;7;7;7;6;7;1;1;2;76,5;0,750
26;1;14;0;1;6500;5;2;6;4;5;7;6;7;5;6;5;7;2;2;3;72;0,600
20;1;12;0;0;19000;3;2;7;5;5;7;7;7;6;7;7;3;3;2;3;76;0,333
30;1;18;0;1;4500;3;1;7;3;2;1;1;7;5;6;7;7;2;2;2;53;0,667
40;1;16;1;1;4500;3;2;5;5;5;6;1;6;2;6;4;7;3;2;5;65,5;0,333
62;1;16;1;0;19000;2;2;7;7;7;7;7;7;4;4;4;0;5;4;3;67;0,000
38;1;16;1;1;1500;4;2;7;4;5;3;6;7;5;6;7;6;2;3;3;68,5;0,500
46;1;16;1;1;2500;3;1;7;5;6;7;7;7;0;7;3;7;3;3;3;79;0,667
26;1;12;0;1;1500;4;2;7;1;7;6;4;6;5;4;6;2;2;3;5;65;0,500
55;1;12;1;1;4500;2;2;2;6;3;5;7;6;7;3;7;0;2;4;3;50,5;0,000
26;1;14;0;1;1500;1;2;7;4;5;5;7;7;7;7;7;7;1;1;3;76;-1,000
57;0;5;1;1;1500;4;0;6;1;3;7;6;7;4;4;7;3;4;2;3;57;1,000
29;1;16;1;0;2500;2;2;7;4;5;7;0;5;2;5;7;7;4;1;3;63;0,000
49;1;16;0;1;41250;2;1;7;3;4;7;7;6;5;7;5;1;3;3;3;71;0,500
25;1;14;0;1;6500;2;2;4;6;3;3;2;7;4;7;7;7;3;2;2;63;0,000
24;0;14;0;1;4500;1;2;7;7;2;6;5;7;6;7;4;7;3;4;3;64,5;-1,000
64;1;22;0;0;19000;1;1;7;3;7;7;7;6;4;7;7;3;4;4;5;82;0,000
23;1;14;0;0;4500;2;1;4;2;1;0;3;2;4;5;1;3;3;3;3;42;0,500
73;1;12;1;1;2500;2;1;4;2;5;3;3;4;4;4;4;7;2;2;3;56,5;0,500
73;1;12;1;1;2500;2;1;4;2;5;3;3;4;4;4;4;7;2;2;3;56,5;0,500
60;1;16;1;1;8000;2;1;7;7;5;6;7;6;7;6;3;5;4;4;5;70;0,500
32;1;18;0;1;8000;2;2;7;7;7;5;7;5;7;7;7;5;4;4;3;81;0,000
48;1;16;1;1;41250;6;2;7;7;5;7;7;7;7;7;7;7;3;2;5;78;0,667
20;0;14;0;0;27500;5;5;7;4;6;7;7;7;7;7;7;7;4;1;1;81;0,000
21;1;12;0;0;4500;4;2;7;5;5;4;6;7;5;7;7;7;4;2;3;74;0,500
48;1;16;1;1;13500;4;1;0;6;1;7;7;7;7;3;4;2;1;2;3;46;0,750
46;1;16;1;1;41250;4;1;7;7;7;7;7;7;7;7;7;7;4;3;3;84;0,750
69;1;16;0;0;10000;1;3;7;7;6;6;6;6;3;7;7;7;4;4;5;79;-2,000
24;1;14;0;0;10000;4;1;7;3;3;7;3;5;4;5;3;3;2;3;3;56;0,750
29;1;16;1;1;13500;1;1;7;3;4;6;2;7;6;7;4;7;4;2;3;67,5;0,000
28;1;16;0;1;10000;3;2;7;5;7;3;0;7;0;5;7;7;4;3;3;65;0,333
31;1;18;1;1;4500;2;2;7;5;7;5;6;4;6;6;6;3;4;4;5;74,5;0,000
28;1;16;0;1;4500;2;2;7;4;6;5;4;7;7;4;7;2;3;2;3;61,5;0,000
71;0;22;1;0;19000;4;2;7;3;6;5;5;6;7;7;5;1;4;3;3;73;0,500
60;1;12;1;0;10000;4;2;7;7;7;7;7;7;2;7;7;7;2;1;3;84;0,500
33;1;16;1;1;8000;3;3;7;5;7;4;3;7;7;7;7;7;2;1;3;77;0,000
69;1;16;0;0;8000;1;2;7;7;7;7;6;6;2;7;7;7;5;3;4;83;-1,000
21;1;14;0;0;4500;3;1;7;4;7;4;5;7;7;6;7;7;5;3;3;75;0,667
26;1;14;0;1;8000;5;2;7;7;7;7;7;7;4;4;7;7;2;4;4;72;0,600
45;1;12;1;1;2500;4;2;5;3;6;4;7;5;3;7;6;5;3;3;4;76,5;0,500
38;1;16;1;1;8000;2;2;7;2;5;7;7;7;4;2;2;1;3;2;4;52,5;0,000
21;1;14;0;1;13500;3;2;4;5;2;4;5;7;1;7;7;7;2;1;1;64;0,333
44;1;16;0;1;4500;3;2;7;1;7;6;5;7;0;7;7;2;3;3;3;78,5;0,333
22;0;12;0;1;19000;2;2;7;3;3;5;2;5;5;7;7;7;3;4;5;65;0,000
40;1;16;1;1;2500;3;2;7;4;7;5;0;7;2;0;7;7;3;1;3;47;0,333
28;0;16;1;0;1500;2;1;7;4;5;2;2;3;7;5;4;5;2;2;3;57,5;0,500
33;0;16;0;1;4500;2;1;7;0;7;7;4;7;3;5;5;6;1;1;3;71,5;0,500
32;0;18;0;1;6500;2;2;7;7;6;6;7;0;5;6;4;5;5;5;4;73,5;0,000
62;0;16;1;1;4500;3;1;7;7;7;7;7;7;5;5;5;6;2;3;4;74,5;0,667
39;1;16;1;1;6500;3;1;7;2;5;4;7;7;3;3;7;7;3;4;3;59;0,667
37;1;18;1;1;4500;4;2;3;2;2;5;7;5;1;4;2;1;2;3;4;49,5;0,500
36;0;16;0;1;4500;3;2;4;7;4;7;7;7;7;3;0;2;5;3;4;53;0,333
56;0;16;1;1;19000;5;2;7;0;2;0;5;7;4;7;2;7;3;3;3;57,5;0,600
23;1;14;0;0;13500;5;3;3;7;6;7;3;7;7;7;7;7;3;1;4;77;0,400
26;1;14;0;1;19000;3;2;6;5;3;4;7;7;4;1;2;3;5;2;3;40,5;0,333
54;1;16;1;1;1500;2;2;7;6;7;5;7;7;7;5;0;4;3;4;5;69;0,000
21;1;12;0;1;2500;1;2;7;4;5;4;4;7;6;7;6;7;2;1;3;71,5;-1,000
31;0;16;0;1;6500;1;1;5;2;5;5;4;6;3;2;5;4;3;3;4;50,5;0,000
53;1;16;0;1;1500;2;0;7;4;7;5;0;7;5;2;7;7;2;2;3;55;1,000
40;1;16;1;1;1500;3;1;7;2;4;3;1;1;7;7;7;7;2;4;3;65;0,667
30;1;14;1;0;2500;4;0;7;3;4;3;3;7;5;7;7;7;1;1;3;67;1,000
33;1;16;1;1;4500;3;1;7;2;6;5;2;7;4;1;7;3;3;2;4;48;0,667
38;1;16;1;1;1500;4;2;7;4;4;7;5;7;7;4;7;6;1;1;4;60,5;0,500
62;0;22;1;1;13500;2;2;5;5;7;7;7;7;7;6;7;7;5;4;4;80;0,000
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
