,AGE,GENDER,STATE,EDUC,MARRIED,JOB,INC,PEOPLE,PINC,CEREAL,ROOT,VEGAN,FRUITS,MEAT,EGGS,MILK,OIL,SUGAR,WELL,CWELL,PWELL,ORG,CORG,PORG,GARDEN,CGARDEN,PGARDEN,VEG,CVEG,PVEG,GARDV1,GARDV2,GARDV3,GARDV4,GARDV5,NGARD,FGARD,INDEXV,INDEXN,VEGROOT,MEETEGG,DEPRATIO
71,24.0,0.0,PE,16.0,1.0,1.0,2500.0,5.0,5.0,7.0,3.0,6.0,4.0,3.0,5.0,4.0,3.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,83.5,3,7.0,7.0,0.0
72,28.0,1.0,PE,18.0,1.0,1.0,8000.0,4.0,3.0,7.0,6.0,7.0,7.0,5.0,5.0,0.0,7.0,5.0,7.0,2.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,101.0,3,7.0,5.0,0.25
73,36.0,1.0,PE,16.0,0.0,0.0,4500.0,3.0,2.0,7.0,3.0,7.0,5.0,3.0,7.0,7.0,5.0,6.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,95.5,3,7.0,7.0,0.3333333333333333
74,61.0,1.0,PE,14.0,0.0,0.0,10000.0,3.0,2.0,7.0,3.0,0.0,5.0,7.0,7.0,4.0,6.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,81.5,3,7.0,7.0,0.3333333333333333
75,38.0,1.0,PE,16.0,0.0,1.0,4500.0,2.0,2.0,7.0,2.0,7.0,7.0,5.0,7.0,5.0,3.0,7.0,7.0,4.0,2.0,3.0,5.0,2.0,3.0,5.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,94.0,3,7.0,7.0,0.0
76,36.0,0.0,PE,16.0,1.0,1.0,10000.0,3.0,2.0,7.0,1.0,2.0,7.0,3.0,7.0,7.0,4.0,7.0,7.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,81.0,3,7.0,7.0,0.3333333333333333
77,56.0,1.0,PB,22.0,1.0,1.0,19000.0,1.0,1.0,7.0,4.0,5.0,6.0,7.0,7.0,4.0,5.0,7.0,7.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,97.0,3,7.0,7.0,0.0
78,33.0,1.0,PE,12.0,0.0,1.0,1500.0,3.0,2.0,7.0,6.0,4.0,5.0,7.0,6.0,7.0,6.0,4.0,3.0,2.0,4.0,5.0,5.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,93.5,3,7.0,7.0,0.3333333333333333
79,24.0,0.0,PE,14.0,0.0,1.0,6500.0,2.0,2.0,5.0,3.0,0.0,4.0,6.0,7.0,6.0,4.0,7.0,6.0,3.0,2.0,3.0,5.0,2.0,1.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,74.5,3,7.0,7.0,0.0
80,26.0,0.0,PE,16.0,1.0,1.0,27500.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,5.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,110.0,3,7.0,7.0,0.0
81,23.0,1.0,PE,16.0,1.0,1.0,2500.0,1.0,1.0,7.0,5.0,5.0,5.0,1.0,7.0,0.0,7.0,7.0,7.0,3.0,2.0,2.0,4.0,3.0,2.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,98.0,3,7.0,7.0,0.0
82,32.0,1.0,SP,16.0,0.0,1.0,6500.0,3.0,2.0,7.0,7.0,1.0,7.0,3.0,7.0,3.0,7.0,7.0,7.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,90.0,3,7.0,7.0,0.3333333333333333
83,64.0,1.0,SP,18.0,1.0,0.0,13500.0,1.0,0.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,7.0,7.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,111.0,3,7.0,7.0,1.0
84,47.0,1.0,PE,16.0,0.0,1.0,10000.0,3.0,2.0,7.0,6.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,106.0,3,7.0,7.0,0.3333333333333333
85,34.0,1.0,PE,16.0,0.0,1.0,8000.0,4.0,2.0,7.0,0.0,5.0,0.0,3.0,4.0,4.0,7.0,7.0,7.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,95.0,3,7.0,7.0,0.5
86,36.0,1.0,PE,16.0,0.0,1.0,41250.0,4.0,2.0,7.0,4.0,7.0,7.0,2.0,7.0,2.0,2.0,7.0,5.0,5.0,1.0,1.0,5.0,2.0,1.0,4.0,4.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,86.0,3,7.0,7.0,0.5
87,21.0,0.0,PE,14.0,0.0,1.0,8000.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,6.0,5.0,4.0,5.0,4.0,2.0,1.0,4.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,81.5,3,7.0,7.0,0.0
88,37.0,1.0,PE,16.0,0.0,1.0,41250.0,4.0,1.0,7.0,5.0,7.0,7.0,4.0,7.0,7.0,7.0,1.0,7.0,2.0,1.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,106.0,3,7.0,7.0,0.75
89,39.0,1.0,PE,16.0,0.0,1.0,6500.0,2.0,2.0,7.0,4.0,4.0,5.0,7.0,0.0,7.0,7.0,7.0,2.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,98.5,3,7.0,7.0,0.0
90,40.0,1.0,PE,16.0,0.0,1.0,4500.0,3.0,1.0,6.0,4.0,3.0,6.0,6.0,5.0,7.0,7.0,7.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,95.5,3,7.0,7.0,0.6666666666666666
91,38.0,1.0,PE,16.0,0.0,1.0,4500.0,2.0,2.0,7.0,4.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,5.0,5.0,2.0,3.0,5.0,2.0,3.0,5.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,111.0,3,7.0,7.0,0.0
92,61.0,0.0,PB,22.0,0.0,1.0,19000.0,5.0,3.0,7.0,3.0,3.0,7.0,7.0,7.0,7.0,3.0,7.0,2.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,81.5,3,7.0,7.0,0.4
93,23.0,1.0,PE,14.0,1.0,0.0,13500.0,5.0,2.0,7.0,3.0,7.0,5.0,3.0,7.0,5.0,7.0,7.0,7.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,106.0,3,7.0,7.0,0.6
94,26.0,1.0,PE,16.0,1.0,1.0,41250.0,2.0,1.0,1.0,2.0,3.0,5.0,6.0,7.0,7.0,7.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,84.0,3,3.0,7.0,0.5
95,25.0,1.0,PE,14.0,1.0,1.0,4500.0,2.0,2.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,107.0,3,7.0,7.0,0.0
96,69.0,1.0,AM,5.0,0.0,0.0,2500.0,2.0,1.0,4.0,3.0,5.0,0.0,1.0,6.0,2.0,1.0,6.0,2.0,4.0,2.0,3.0,5.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66.0,3,7.0,7.0,0.5
97,33.0,0.0,PE,16.0,0.0,1.0,4500.0,3.0,2.0,7.0,0.0,1.0,1.0,3.0,5.0,3.0,7.0,4.0,5.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,81.5,3,7.0,7.0,0.3333333333333333
98,21.0,0.0,PE,14.0,1.0,0.0,27500.0,5.0,2.0,4.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,108.5,3,7.0,7.0,0.6
99,51.0,1.0,PE,16.0,0.0,1.0,1500.0,5.0,3.0,7.0,7.0,7.0,6.0,7.0,7.0,1.0,7.0,7.0,7.0,4.0,2.0,4.0,5.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,111.0,3,7.0,7.0,0.4
100,21.0,1.0,PE,14.0,1.0,1.0,10000.0,3.0,3.0,6.0,6.0,4.0,5.0,5.0,7.0,0.0,7.0,7.0,7.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,99.0,3,7.0,7.0,0.0
101,21.0,1.0,PE,14.0,1.0,0.0,4500.0,3.0,2.0,6.0,4.0,6.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,4.0,2.0,3.0,5.0,4.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,106.0,3,7.0,7.0,0.3333333333333333
102,21.0,1.0,PR,14.0,1.0,1.0,2500.0,4.0,4.0,6.0,3.0,4.0,4.0,3.0,5.0,4.0,6.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,89.0,3,7.0,7.0,0.0
103,31.0,1.0,PE,16.0,1.0,1.0,4500.0,2.0,1.0,7.0,3.0,2.0,2.0,7.0,7.0,7.0,4.0,7.0,7.0,2.0,1.0,4.0,5.0,3.0,4.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,80.0,3,7.0,7.0,0.5
104,27.0,0.0,PE,16.0,1.0,0.0,41250.0,2.0,1.0,7.0,2.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,1.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,107.0,3,7.0,7.0,0.5
105,45.0,0.0,RJ,16.0,1.0,1.0,13500.0,4.0,2.0,7.0,6.0,6.0,7.0,5.0,7.0,6.0,7.0,5.0,7.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,106.0,3,7.0,7.0,0.5
106,48.0,1.0,PE,16.0,1.0,1.0,6500.0,4.0,4.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,107.5,3,7.0,7.0,0.0
107,19.0,1.0,PE,14.0,1.0,0.0,19000.0,5.0,1.0,7.0,0.0,4.0,6.0,6.0,7.0,0.0,7.0,7.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,99.0,3,7.0,7.0,0.8
108,56.0,1.0,PE,18.0,1.0,1.0,2500.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,2.0,3.0,7.0,6.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,3,7.0,5.0,0.0
109,25.0,1.0,PE,16.0,1.0,1.0,4500.0,1.0,1.0,7.0,0.0,0.0,1.0,3.0,4.0,3.0,7.0,7.0,5.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,80.0,3,7.0,7.0,0.0
110,19.0,1.0,PB,12.0,1.0,1.0,2500.0,3.0,3.0,7.0,3.0,1.0,1.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,3,7.0,7.0,0.0
111,44.0,1.0,PB,5.0,0.0,1.0,1500.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,112.0,3,7.0,7.0,0.0
112,55.0,0.0,PB,5.0,0.0,1.0,1500.0,3.0,3.0,7.0,4.0,5.0,5.0,7.0,3.0,7.0,0.0,0.0,2.0,2.0,5.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,70.0,3,7.0,7.0,0.0
113,48.0,1.0,SP,16.0,0.0,0.0,2500.0,2.0,1.0,5.0,4.0,5.0,7.0,5.0,5.0,2.0,7.0,7.0,7.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,104.0,3,7.0,7.0,0.5
114,42.0,1.0,SP,22.0,0.0,1.0,4500.0,2.0,2.0,7.0,3.0,3.0,5.0,2.0,7.0,2.0,6.0,5.0,5.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,87.0,3,7.0,7.0,0.0
115,58.0,0.0,SP,16.0,0.0,1.0,4500.0,2.0,1.0,7.0,4.0,7.0,7.0,5.0,4.0,4.0,7.0,7.0,7.0,3.0,1.0,3.0,4.0,2.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,110.0,3,7.0,7.0,0.5
116,21.0,1.0,PE,14.0,1.0,1.0,10000.0,3.0,2.0,7.0,4.0,5.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,4.0,1.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,106.0,3,7.0,7.0,0.3333333333333333
117,44.0,1.0,RJ,16.0,0.0,1.0,10000.0,4.0,2.0,7.0,4.0,7.0,5.0,4.0,6.0,4.0,7.0,7.0,7.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,107.0,3,7.0,7.0,0.5
118,28.0,1.0,SP,16.0,1.0,0.0,2500.0,3.0,2.0,7.0,2.0,4.0,2.0,0.0,5.0,2.0,3.0,5.0,7.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,74.0,3,7.0,7.0,0.3333333333333333
119,75.0,1.0,RJ,18.0,1.0,0.0,13500.0,1.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,4.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,99.5,3,7.0,7.0,1.0
120,29.0,0.0,BA,16.0,1.0,1.0,10000.0,2.0,2.0,5.0,4.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,3.0,1.0,1.0,4.0,4.0,3.0,5.0,2.0,4.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,108.0,3,7.0,7.0,0.0
121,29.0,0.0,BA,16.0,0.0,1.0,19000.0,2.0,2.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,5.0,7.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,96.0,3,7.0,7.0,0.0
122,26.0,0.0,BA,16.0,0.0,1.0,10000.0,4.0,4.0,7.0,5.0,6.0,6.0,6.0,4.0,7.0,6.0,5.0,6.0,4.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,101.5,3,7.0,7.0,0.0
123,32.0,1.0,BA,16.0,1.0,1.0,2500.0,4.0,2.0,3.0,1.0,2.0,4.0,6.0,7.0,3.0,7.0,7.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,84.5,3,4.0,7.0,0.5
124,28.0,1.0,BA,16.0,1.0,0.0,13500.0,4.0,3.0,7.0,2.0,3.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,4.0,2.0,3.0,5.0,2.0,4.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,94.5,3,7.0,7.0,0.25
125,29.0,1.0,BA,16.0,1.0,1.0,10000.0,2.0,2.0,7.0,3.0,5.0,4.0,7.0,7.0,7.0,7.0,5.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,100.5,3,7.0,7.0,0.0
126,33.0,1.0,PE,16.0,0.0,1.0,4500.0,2.0,2.0,7.0,2.0,5.0,5.0,5.0,7.0,3.0,7.0,7.0,6.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,101.5,3,7.0,7.0,0.0
127,30.0,0.0,BA,16.0,0.0,1.0,4500.0,4.0,4.0,4.0,3.0,5.0,5.0,7.0,7.0,7.0,7.0,3.0,5.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,101.0,3,7.0,7.0,0.0
128,30.0,1.0,BA,16.0,1.0,1.0,13500.0,2.0,2.0,7.0,5.0,7.0,7.0,7.0,7.0,4.0,2.0,7.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,89.0,3,7.0,7.0,0.0
129,33.0,1.0,CE,14.0,1.0,1.0,2500.0,2.0,2.0,7.0,2.0,5.0,6.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,85.0,3,7.0,7.0,0.0
130,43.0,1.0,CE,16.0,0.0,1.0,4500.0,3.0,2.0,2.0,1.0,7.0,7.0,7.0,4.0,7.0,7.0,1.0,0.0,4.0,2.0,5.0,5.0,3.0,5.0,4.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,97.5,3,3.0,7.0,0.3333333333333333
131,45.0,0.0,CE,16.0,1.0,1.0,2500.0,3.0,3.0,7.0,5.0,7.0,7.0,7.0,7.0,4.0,3.0,1.0,3.0,2.0,1.0,4.0,4.0,2.0,5.0,4.0,5.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,91.0,3,7.0,7.0,0.0
132,37.0,1.0,PE,16.0,0.0,1.0,27500.0,4.0,2.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,2.0,3.0,5.0,4.0,5.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,108.0,3,7.0,7.0,0.5
133,30.0,0.0,CE,12.0,0.0,0.0,1500.0,3.0,1.0,5.0,0.0,3.0,2.0,5.0,3.0,5.0,2.0,7.0,7.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0,3,5.0,7.0,0.6666666666666666
134,37.0,1.0,PE,16.0,0.0,1.0,10000.0,4.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,111.0,3,7.0,7.0,0.5
135,22.0,0.0,CE,12.0,1.0,1.0,2500.0,3.0,2.0,7.0,2.0,3.0,4.0,6.0,7.0,0.0,5.0,4.0,2.0,2.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,84.0,3,7.0,7.0,0.3333333333333333
136,53.0,1.0,CE,16.0,0.0,1.0,4500.0,3.0,3.0,7.0,2.0,0.0,2.0,3.0,7.0,2.0,7.0,0.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,2.0,5.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,77.5,3,7.0,7.0,0.0
137,21.0,1.0,CE,12.0,1.0,1.0,1500.0,5.0,3.0,7.0,0.0,7.0,0.0,7.0,7.0,7.0,7.0,7.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0,5.0,5.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,103.5,3,7.0,7.0,0.4
138,37.0,1.0,PE,16.0,0.0,1.0,19000.0,5.0,3.0,7.0,5.0,6.0,7.0,7.0,3.0,7.0,7.0,3.0,1.0,3.0,1.0,3.0,4.0,4.0,5.0,5.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,104.0,3,7.0,7.0,0.4
139,33.0,0.0,CE,16.0,0.0,1.0,2500.0,3.0,0.0,6.0,1.0,7.0,3.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,93.5,3,7.0,7.0,1.0
140,50.0,1.0,CE,12.0,0.0,1.0,1500.0,3.0,1.0,4.0,5.0,3.0,3.0,7.0,3.0,4.0,6.0,0.0,2.0,4.0,3.0,1.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,86.0,3,7.0,7.0,0.6666666666666666
141,29.0,0.0,CE,12.0,0.0,1.0,1500.0,3.0,1.0,7.0,2.0,3.0,1.0,2.0,7.0,5.0,4.0,7.0,0.0,4.0,2.0,3.0,5.0,2.0,1.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,73.5,3,7.0,7.0,0.6666666666666666
