,AGE,GENDER,STATE,EDUC,MARRIED,JOB,INC,PEOPLE,PINC,CEREAL,ROOT,VEGAN,FRUITS,MEAT,EGGS,MILK,OIL,SUGAR,WELL,CWELL,PWELL,ORG,CORG,PORG,GARDEN,CGARDEN,PGARDEN,VEG,CVEG,PVEG,GARDV1,GARDV2,GARDV3,GARDV4,GARDV5,NGARD,FGARD,INDEXV,INDEXN,VEGROOT,MEETEGG,DEPRATIO
213,34.0,1.0,RN,16.0,1.0,0.0,1500.0,4.0,1.0,5.0,4.0,5.0,5.0,7.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,83.5,3,7.0,7.0,0.75
214,32.0,1.0,BA,12.0,0.0,1.0,1500.0,3.0,2.0,7.0,0.0,7.0,2.0,2.0,7.0,1.0,7.0,7.0,7.0,2.0,1.0,5.0,3.0,2.0,4.0,2.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,102.0,3,7.0,7.0,0.3333333333333333
215,43.0,1.0,MG,9.0,0.0,0.0,1500.0,3.0,1.0,7.0,0.0,7.0,0.0,0.0,1.0,7.0,0.0,7.0,5.0,2.0,1.0,4.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,69.0,3,7.0,7.0,0.6666666666666666
216,46.0,1.0,BA,16.0,0.0,1.0,2500.0,4.0,2.0,7.0,7.0,6.0,7.0,7.0,7.0,5.0,7.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,106.5,3,7.0,7.0,0.5
217,63.0,1.0,SP,16.0,0.0,1.0,10000.0,2.0,2.0,6.0,2.0,2.0,2.0,7.0,7.0,2.0,7.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,88.0,3,7.0,7.0,0.0
218,46.0,1.0,BA,16.0,0.0,1.0,2500.0,4.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,111.0,3,7.0,7.0,0.5
219,62.0,1.0,RJ,14.0,1.0,0.0,4500.0,1.0,1.0,7.0,7.0,5.0,4.0,4.0,4.0,2.0,7.0,7.0,7.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,96.0,3,7.0,6.0,0.0
220,54.0,1.0,SP,14.0,1.0,1.0,2500.0,2.0,0.0,3.0,3.0,2.0,4.0,2.0,3.0,6.0,7.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,83.5,3,6.0,7.0,1.0
221,62.0,1.0,MG,12.0,0.0,0.0,4500.0,2.0,2.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,105.5,3,7.0,7.0,0.0
222,43.0,1.0,SP,12.0,1.0,1.0,1500.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,4.0,4.0,1.0,5.0,5.0,2.0,5.0,5.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,98.5,3,7.0,7.0,0.0
223,73.0,1.0,SP,16.0,1.0,1.0,4500.0,2.0,1.0,4.0,3.0,5.0,6.0,4.0,7.0,3.0,7.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,96.5,3,7.0,7.0,0.5
224,52.0,1.0,SC,12.0,0.0,0.0,2500.0,6.0,5.0,7.0,0.0,7.0,7.0,4.0,7.0,4.0,7.0,7.0,7.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,3,7.0,7.0,0.1666666666666666
225,66.0,1.0,CE,11.0,0.0,0.0,2500.0,3.0,2.0,7.0,4.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,107.0,3,7.0,7.0,0.3333333333333333
226,36.0,1.0,MG,16.0,0.0,1.0,2500.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,5.0,6.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,65.5,3,5.0,7.0,0.0
227,71.0,1.0,SP,14.0,1.0,0.0,2500.0,5.0,3.0,7.0,1.0,3.0,3.0,7.0,4.0,3.0,7.0,7.0,4.0,1.0,2.0,4.0,4.0,3.0,5.0,5.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,94.5,3,7.0,7.0,0.4
228,50.0,1.0,PB,16.0,1.0,1.0,2500.0,1.0,0.0,5.0,6.0,5.0,7.0,4.0,7.0,5.0,6.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,97.0,3,7.0,7.0,1.0
229,49.0,1.0,BA,16.0,0.0,1.0,2500.0,5.0,3.0,7.0,2.0,7.0,3.0,3.0,3.0,3.0,3.0,7.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,82.5,3,7.0,6.0,0.4
230,55.0,1.0,RS,11.0,1.0,1.0,6500.0,2.0,2.0,4.0,1.0,4.0,7.0,5.0,7.0,1.0,5.0,7.0,1.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,86.0,3,5.0,7.0,0.0
231,40.0,1.0,RJ,16.0,1.0,0.0,4500.0,2.0,0.0,7.0,3.0,5.0,0.0,4.0,7.0,0.0,3.0,7.0,6.0,2.0,5.0,4.0,4.0,1.0,3.0,4.0,5.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,79.5,3,7.0,7.0,1.0
232,33.0,1.0,PR,16.0,0.0,1.0,2500.0,3.0,2.0,7.0,3.0,7.0,4.0,4.0,7.0,7.0,0.0,7.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,76.0,3,7.0,7.0,0.3333333333333333
233,35.0,1.0,RS,16.0,1.0,1.0,1500.0,1.0,0.0,3.0,1.0,2.0,7.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,49.5,3,4.0,3.0,1.0
234,50.0,1.0,BA,16.0,0.0,1.0,2500.0,2.0,2.0,3.0,5.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,2.0,4.0,5.0,5.0,4.0,3.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,91.0,3,7.0,7.0,0.0
235,64.0,1.0,RJ,12.0,1.0,0.0,4500.0,4.0,3.0,7.0,7.0,5.0,4.0,5.0,5.0,5.0,7.0,7.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,99.5,3,7.0,7.0,0.25
236,57.0,1.0,SP,9.0,0.0,1.0,2500.0,3.0,2.0,7.0,3.0,4.0,7.0,7.0,3.0,6.0,5.0,7.0,7.0,4.0,4.0,1.0,2.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,95.0,3,7.0,7.0,0.3333333333333333
237,60.0,1.0,RJ,12.0,1.0,0.0,2500.0,2.0,2.0,2.0,1.0,3.0,7.0,7.0,2.0,7.0,0.0,2.0,2.0,5.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,59.0,3,3.0,7.0,0.0
238,65.0,1.0,MG,16.0,1.0,0.0,1500.0,1.0,0.0,7.0,1.0,0.0,2.0,3.0,5.0,4.0,7.0,7.0,7.0,5.0,4.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0,3,7.0,7.0,1.0
239,59.0,1.0,GO,14.0,1.0,1.0,2500.0,3.0,3.0,7.0,4.0,7.0,7.0,5.0,7.0,2.0,7.0,7.0,4.0,2.0,1.0,4.0,4.0,2.0,5.0,2.0,4.0,3.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,108.5,3,7.0,7.0,0.0
240,20.0,1.0,CE,14.0,1.0,1.0,1500.0,4.0,1.0,7.0,1.0,6.0,3.0,2.0,0.0,5.0,7.0,7.0,7.0,5.0,5.0,5.0,3.0,1.0,2.0,5.0,4.0,5.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,92.0,3,7.0,5.0,0.75
242,53.0,1.0,DF,16.0,1.0,0.0,2500.0,2.0,1.0,4.0,2.0,1.0,2.0,4.0,3.0,0.0,4.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,52.0,3,6.0,3.0,0.5
243,37.0,1.0,CE,11.0,0.0,0.0,1500.0,4.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,2.0,0.0,3.0,3.0,5.0,5.0,4.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,45.0,3,5.0,7.0,0.75
244,62.0,1.0,SC,5.0,0.0,0.0,1500.0,2.0,2.0,7.0,4.0,3.0,7.0,3.0,6.0,2.0,6.0,7.0,7.0,5.0,1.0,5.0,3.0,2.0,3.0,4.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,92.0,3,7.0,7.0,0.0
245,65.0,1.0,SP,5.0,1.0,0.0,1500.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,7.0,0.0,2.0,0.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,61.0,3,7.0,7.0,0.0
246,60.0,1.0,BA,18.0,0.0,0.0,4500.0,2.0,2.0,7.0,4.0,5.0,6.0,7.0,4.0,7.0,7.0,7.0,7.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,105.0,3,7.0,7.0,0.0
247,46.0,1.0,PR,16.0,1.0,1.0,2500.0,3.0,2.0,7.0,4.0,7.0,7.0,7.0,3.0,3.0,4.0,7.0,7.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,96.0,3,7.0,6.0,0.3333333333333333
248,57.0,1.0,SP,12.0,0.0,1.0,2500.0,2.0,2.0,7.0,3.0,7.0,5.0,4.0,6.0,7.0,0.0,7.0,7.0,4.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,79.0,3,7.0,7.0,0.0
249,66.0,1.0,SP,16.0,1.0,0.0,2500.0,1.0,1.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,110.0,3,7.0,7.0,0.0
250,51.0,1.0,BA,16.0,1.0,1.0,4500.0,3.0,0.0,7.0,1.0,4.0,1.0,1.0,4.0,7.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,3,7.0,7.0,1.0
251,45.0,1.0,MG,5.0,1.0,1.0,2500.0,1.0,1.0,7.0,7.0,7.0,6.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,89.0,3,7.0,7.0,0.0
252,45.0,1.0,RN,16.0,1.0,1.0,8000.0,3.0,3.0,7.0,7.0,3.0,7.0,7.0,7.0,7.0,3.0,0.0,4.0,1.0,1.0,5.0,3.0,2.0,5.0,1.0,4.0,4.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,79.0,3,7.0,7.0,0.0
253,51.0,1.0,SC,16.0,0.0,1.0,8000.0,4.0,3.0,7.0,2.0,4.0,5.0,5.0,4.0,4.0,7.0,3.0,4.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,95.5,3,7.0,7.0,0.25
254,42.0,1.0,SP,16.0,0.0,1.0,2500.0,5.0,2.0,7.0,2.0,7.0,4.0,4.0,7.0,5.0,7.0,7.0,7.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,106.0,3,7.0,7.0,0.6
255,46.0,1.0,PI,16.0,0.0,0.0,1500.0,3.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,7.0,1.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,5.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,51.0,3,4.0,7.0,0.6666666666666666
256,27.0,1.0,MG,16.0,1.0,1.0,6500.0,3.0,2.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,109.5,3,7.0,7.0,0.3333333333333333
257,36.0,1.0,SP,11.0,1.0,0.0,1500.0,3.0,0.0,7.0,7.0,7.0,7.0,4.0,4.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,108.0,3,7.0,7.0,1.0
258,37.0,1.0,RJ,16.0,0.0,1.0,8000.0,2.0,2.0,6.0,5.0,6.0,6.0,4.0,6.0,5.0,7.0,7.0,7.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,105.0,3,7.0,7.0,0.0
259,31.0,1.0,CE,12.0,1.0,0.0,1500.0,2.0,1.0,7.0,7.0,7.0,7.0,6.0,3.0,0.0,3.0,7.0,7.0,2.0,1.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,79.0,3,7.0,3.0,0.5
260,67.0,1.0,SP,16.0,0.0,0.0,10000.0,2.0,2.0,7.0,2.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,5.0,4.0,3.0,5.0,2.0,3.0,5.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,104.0,3,7.0,7.0,0.0
261,48.0,1.0,PE,11.0,1.0,0.0,1500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0
262,36.0,1.0,BA,16.0,1.0,0.0,1500.0,2.0,0.0,7.0,3.0,7.0,7.0,4.0,7.0,7.0,3.0,7.0,7.0,3.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,93.0,3,7.0,7.0,1.0
263,66.0,1.0,CE,12.0,0.0,0.0,13500.0,3.0,0.0,7.0,0.0,5.0,4.0,7.0,7.0,7.0,5.0,4.0,0.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,90.0,3,7.0,7.0,1.0
264,64.0,1.0,PE,12.0,1.0,0.0,1500.0,4.0,1.0,7.0,0.0,2.0,2.0,3.0,1.0,2.0,7.0,7.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,70.0,3,7.0,3.0,0.75
265,57.0,1.0,PA,16.0,1.0,0.0,1500.0,5.0,1.0,7.0,4.0,2.0,2.0,7.0,2.0,5.0,7.0,3.0,2.0,1.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,87.5,3,7.0,7.0,0.8
266,50.0,1.0,BA,16.0,0.0,1.0,1500.0,3.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,0.0,7.0,2.0,5.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,104.5,3,7.0,6.0,0.6666666666666666
267,65.0,1.0,MG,9.0,1.0,0.0,1500.0,5.0,2.0,7.0,3.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,112.0,3,7.0,7.0,0.6
268,63.0,0.0,MG,16.0,0.0,1.0,19000.0,1.0,1.0,6.0,3.0,5.0,6.0,7.0,6.0,1.0,5.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,93.5,3,7.0,7.0,0.0
269,61.0,1.0,BA,18.0,1.0,1.0,4500.0,1.0,0.0,7.0,4.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,110.0,3,7.0,7.0,1.0
270,50.0,0.0,SC,9.0,0.0,1.0,4500.0,4.0,2.0,7.0,4.0,5.0,7.0,7.0,4.0,1.0,5.0,2.0,7.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,87.5,3,7.0,5.0,0.5
271,69.0,1.0,MG,16.0,0.0,0.0,4500.0,2.0,1.0,7.0,4.0,3.0,6.0,5.0,6.0,4.0,5.0,7.0,5.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,88.0,3,7.0,7.0,0.5
273,42.0,1.0,GO,16.0,1.0,0.0,1500.0,5.0,2.0,7.0,3.0,5.0,2.0,4.0,2.0,5.0,2.0,7.0,2.0,3.0,5.0,5.0,4.0,2.0,5.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,75.5,3,7.0,7.0,0.6
274,52.0,1.0,MG,12.0,1.0,0.0,1500.0,2.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,6.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,89.5,3,7.0,7.0,0.5
275,45.0,1.0,MG,16.0,1.0,1.0,2500.0,3.0,1.0,7.0,7.0,7.0,7.0,3.0,6.0,1.0,2.0,4.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,84.5,3,7.0,7.0,0.6666666666666666
276,51.0,1.0,PE,12.0,1.0,0.0,1500.0,2.0,2.0,6.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,7.0,3.0,2.0,1.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,70.0,3,7.0,7.0,0.0
277,35.0,1.0,PR,16.0,1.0,1.0,8000.0,3.0,3.0,6.0,2.0,5.0,7.0,5.0,6.0,7.0,7.0,7.0,6.0,2.0,2.0,5.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,103.5,3,7.0,7.0,0.0
278,58.0,1.0,SP,5.0,0.0,0.0,8000.0,4.0,2.0,7.0,4.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,106.5,3,7.0,7.0,0.5
279,45.0,1.0,PR,16.0,1.0,1.0,8000.0,3.0,1.0,4.0,4.0,5.0,7.0,7.0,7.0,6.0,7.0,3.0,4.0,3.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,102.5,3,7.0,7.0,0.6666666666666666
280,28.0,1.0,GO,11.0,1.0,0.0,1500.0,3.0,0.0,7.0,4.0,3.0,5.0,6.0,7.0,3.0,4.0,7.0,7.0,2.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,3,7.0,7.0,1.0
281,51.0,1.0,DF,12.0,0.0,1.0,1500.0,2.0,2.0,7.0,0.0,7.0,3.0,0.0,2.0,7.0,0.0,7.0,7.0,4.0,1.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,73.0,3,7.0,7.0,0.0
282,32.0,0.0,PI,16.0,0.0,1.0,2500.0,2.0,1.0,7.0,3.0,7.0,3.0,5.0,7.0,4.0,7.0,7.0,7.0,3.0,1.0,4.0,5.0,2.0,3.0,5.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,106.0,3,7.0,7.0,0.5
283,48.0,1.0,PE,11.0,1.0,0.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0
284,53.0,1.0,SP,16.0,0.0,1.0,6500.0,2.0,2.0,0.0,7.0,7.0,7.0,7.0,2.0,7.0,0.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,84.0,3,7.0,7.0,0.0
285,59.0,1.0,RJ,16.0,1.0,0.0,6500.0,1.0,1.0,6.0,3.0,5.0,3.0,3.0,7.0,2.0,7.0,6.0,3.0,3.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,3.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,95.5,3,7.0,7.0,0.0
286,36.0,0.0,RJ,11.0,0.0,1.0,2500.0,4.0,2.0,7.0,3.0,6.0,6.0,5.0,5.0,4.0,2.0,5.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,84.0,3,7.0,7.0,0.5
