,AGE,GENDER,STATE,EDUC,MARRIED,JOB,INC,PEOPLE,PINC,CEREAL,ROOT,VEGAN,FRUITS,MEAT,EGGS,MILK,OIL,SUGAR,WELL,CWELL,PWELL,ORG,CORG,PORG,GARDEN,CGARDEN,PGARDEN,VEG,CVEG,PVEG,GARDV1,GARDV2,GARDV3,GARDV4,GARDV5,NGARD,FGARD,INDEXV,INDEXN,VEGROOT,MEETEGG,DEPRATIO
358,48.0,0.0,BA,16.0,0.0,1.0,4500.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,0.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,92.0,3,7.0,7.0,0.5
359,38.0,1.0,BA,16.0,1.0,1.0,4500.0,1.0,1.0,4.0,2.0,4.0,3.0,5.0,3.0,7.0,7.0,7.0,7.0,2.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,95.0,3,6.0,7.0,0.0
360,66.0,1.0,RJ,16.0,1.0,0.0,6500.0,2.0,1.0,7.0,2.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,108.5,3,7.0,7.0,0.5
361,48.0,0.0,SP,16.0,1.0,1.0,1500.0,4.0,3.0,5.0,3.0,5.0,3.0,2.0,6.0,3.0,5.0,7.0,6.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,88.5,3,7.0,7.0,0.25
362,67.0,1.0,RJ,14.0,0.0,0.0,2500.0,2.0,0.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,3.0,2.0,5.0,4.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,95.5,3,7.0,7.0,1.0
363,61.0,1.0,MG,12.0,1.0,0.0,1500.0,1.0,1.0,7.0,3.0,7.0,7.0,7.0,7.0,2.0,7.0,0.0,7.0,4.0,4.0,5.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,108.5,3,7.0,7.0,0.0
364,52.0,1.0,SP,11.0,0.0,1.0,2500.0,6.0,4.0,7.0,0.0,7.0,3.0,4.0,7.0,2.0,0.0,7.0,7.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,77.0,3,7.0,7.0,0.3333333333333333
365,52.0,1.0,PB,16.0,0.0,0.0,4500.0,3.0,2.0,7.0,3.0,3.0,7.0,7.0,4.0,3.0,0.0,7.0,1.0,4.0,3.0,5.0,5.0,3.0,5.0,2.0,4.0,4.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,3,7.0,7.0,0.3333333333333333
366,47.0,1.0,MG,16.0,0.0,1.0,6500.0,2.0,2.0,7.0,7.0,7.0,7.0,4.0,7.0,3.0,0.0,7.0,1.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,78.0,3,7.0,7.0,0.0
367,47.0,1.0,MG,9.0,1.0,0.0,2500.0,1.0,0.0,7.0,5.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,1.0,5.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,109.0,3,7.0,7.0,1.0
368,65.0,1.0,SP,16.0,1.0,0.0,1500.0,2.0,1.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,77.5,3,7.0,7.0,0.5
369,54.0,1.0,GO,16.0,1.0,1.0,6500.0,3.0,3.0,4.0,6.0,5.0,4.0,6.0,3.0,5.0,7.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,97.5,3,7.0,7.0,0.0
370,66.0,1.0,BA,16.0,1.0,0.0,6500.0,3.0,0.0,7.0,2.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,7.0,4.0,1.0,4.0,4.0,3.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,112.0,3,7.0,7.0,1.0
371,44.0,1.0,SC,12.0,0.0,0.0,8000.0,3.0,1.0,5.0,3.0,1.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,2.0,3.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,73.0,3,7.0,7.0,0.6666666666666666
372,62.0,1.0,PB,12.0,1.0,0.0,1500.0,2.0,1.0,7.0,3.0,3.0,2.0,5.0,2.0,4.0,2.0,3.0,7.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,3,7.0,6.0,0.5
373,58.0,1.0,RJ,16.0,0.0,1.0,4500.0,2.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,1.0,7.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,109.0,3,7.0,7.0,0.5
374,52.0,1.0,RS,5.0,1.0,1.0,1500.0,1.0,1.0,7.0,0.0,0.0,7.0,7.0,0.0,2.0,7.0,0.0,1.0,4.0,2.0,4.0,3.0,2.0,4.0,5.0,4.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,64.5,3,7.0,2.0,0.0
375,51.0,1.0,BA,16.0,1.0,1.0,4500.0,3.0,1.0,6.0,0.0,5.0,2.0,2.0,6.0,5.0,6.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,87.0,3,6.0,7.0,0.6666666666666666
376,53.0,1.0,DF,16.0,1.0,0.0,2500.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,82.0,3,7.0,5.0,0.5
377,58.0,1.0,PR,14.0,0.0,0.0,4500.0,3.0,2.0,5.0,1.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,3,6.0,6.0,0.3333333333333333
378,60.0,0.0,SP,16.0,1.0,0.0,1500.0,1.0,1.0,2.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,5.0,3.0,4.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,44.5,3,4.0,0.0,0.0
379,48.0,1.0,RJ,16.0,1.0,1.0,4500.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,7.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,100.0,3,7.0,7.0,0.0
380,45.0,1.0,SP,16.0,1.0,1.0,2500.0,3.0,2.0,5.0,3.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,1.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,79.0,3,7.0,5.0,0.3333333333333333
381,53.0,1.0,DF,16.0,1.0,0.0,1500.0,2.0,1.0,7.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,87.0,3,7.0,7.0,0.5
382,39.0,1.0,PR,16.0,0.0,1.0,4500.0,6.0,2.0,7.0,3.0,7.0,7.0,7.0,1.0,7.0,1.0,7.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,86.5,3,7.0,7.0,0.6666666666666666
383,62.0,1.0,SP,12.0,0.0,0.0,2500.0,3.0,1.0,2.0,3.0,5.0,7.0,5.0,5.0,2.0,7.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,97.0,3,5.0,7.0,0.6666666666666666
384,65.0,1.0,SP,16.0,1.0,1.0,10000.0,2.0,1.0,5.0,2.0,5.0,5.0,3.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,78.0,3,7.0,5.0,0.5
385,53.0,1.0,SP,22.0,0.0,1.0,8000.0,3.0,2.0,7.0,0.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,4.0,3.0,5.0,4.0,3.0,5.0,2.0,4.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,112.0,3,7.0,7.0,0.3333333333333333
386,57.0,1.0,BA,22.0,1.0,1.0,10000.0,1.0,0.0,7.0,4.0,4.0,4.0,4.0,3.0,0.0,4.0,0.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,63.5,3,7.0,3.0,1.0
387,29.0,1.0,MG,12.0,0.0,1.0,1500.0,7.0,3.0,6.0,1.0,7.0,4.0,3.0,6.0,6.0,6.0,4.0,4.0,3.0,2.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,98.0,3,7.0,7.0,0.5714285714285714
388,27.0,0.0,PR,12.0,1.0,1.0,1500.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,3,5.0,4.0,0.0
389,43.0,1.0,PR,12.0,1.0,1.0,2500.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,4.0,3.0,0.0,7.0,7.0,2.0,1.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,84.0,3,7.0,7.0,0.0
390,66.0,1.0,SP,12.0,1.0,1.0,6500.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,2.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,109.5,3,7.0,7.0,0.0
391,36.0,0.0,SP,12.0,0.0,0.0,1500.0,1.0,0.0,7.0,3.0,7.0,3.0,2.0,0.0,7.0,5.0,7.0,7.0,2.0,3.0,5.0,3.0,2.0,5.0,4.0,5.0,2.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,95.0,3,7.0,7.0,1.0
392,48.0,1.0,RN,16.0,1.0,1.0,2500.0,2.0,1.0,7.0,3.0,5.0,3.0,5.0,7.0,3.0,7.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,97.5,3,7.0,7.0,0.5
393,73.0,0.0,PE,12.0,1.0,1.0,2500.0,2.0,0.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,1.0,7.0,2.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,109.0,3,7.0,7.0,1.0
394,62.0,1.0,PR,18.0,0.0,0.0,4500.0,3.0,2.0,7.0,7.0,7.0,7.0,7.0,0.0,4.0,7.0,3.0,7.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,98.0,3,7.0,4.0,0.3333333333333333
395,53.0,1.0,DF,16.0,1.0,0.0,1500.0,2.0,1.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,90.0,3,7.0,7.0,0.5
396,60.0,1.0,MG,16.0,1.0,0.0,8000.0,2.0,1.0,0.0,0.0,7.0,7.0,7.0,6.0,7.0,5.0,7.0,0.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,86.5,3,0.0,7.0,0.5
397,59.0,1.0,SP,16.0,1.0,1.0,4500.0,3.0,2.0,7.0,5.0,7.0,7.0,7.0,1.0,7.0,6.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,103.5,3,7.0,7.0,0.3333333333333333
398,46.0,0.0,MG,16.0,1.0,1.0,1500.0,2.0,2.0,7.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,68.0,3,7.0,6.0,0.0
399,22.0,0.0,DF,12.0,1.0,0.0,1500.0,2.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,91.0,3,7.0,7.0,0.5
400,60.0,1.0,PI,16.0,0.0,1.0,4500.0,6.0,3.0,7.0,4.0,4.0,6.0,7.0,7.0,2.0,7.0,7.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,3,7.0,7.0,0.5
401,49.0,0.0,RJ,16.0,0.0,1.0,2500.0,5.0,3.0,7.0,2.0,4.0,3.0,2.0,7.0,3.0,1.0,7.0,7.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,3,7.0,7.0,0.4
402,53.0,1.0,SP,16.0,0.0,1.0,4500.0,2.0,2.0,0.0,7.0,7.0,7.0,7.0,2.0,7.0,0.0,0.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,78.0,3,7.0,7.0,0.0
403,43.0,1.0,MG,16.0,0.0,1.0,4500.0,2.0,2.0,7.0,2.0,4.0,4.0,6.0,6.0,3.0,0.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,67.5,3,7.0,7.0,0.0
404,35.0,1.0,GO,14.0,0.0,1.0,4500.0,4.0,2.0,7.0,1.0,7.0,5.0,5.0,3.0,7.0,3.0,7.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,90.0,3,7.0,7.0,0.5
405,64.0,1.0,SP,14.0,0.0,0.0,2500.0,2.0,2.0,6.0,4.0,7.0,7.0,7.0,7.0,3.0,6.0,7.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,105.5,3,7.0,7.0,0.0
406,55.0,1.0,RJ,12.0,1.0,0.0,1500.0,2.0,1.0,7.0,3.0,3.0,5.0,7.0,4.0,2.0,5.0,7.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,84.0,3,7.0,6.0,0.5
407,37.0,1.0,MA,16.0,0.0,0.0,4500.0,2.0,1.0,7.0,6.0,6.0,7.0,5.0,7.0,3.0,4.0,7.0,7.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,95.0,3,7.0,7.0,0.5
408,29.0,1.0,PI,14.0,1.0,1.0,1500.0,5.0,4.0,7.0,7.0,7.0,7.0,3.0,7.0,5.0,4.0,7.0,7.0,4.0,3.0,3.0,4.0,2.0,5.0,3.0,4.0,3.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,96.0,3,7.0,7.0,0.2
409,52.0,1.0,MG,16.0,1.0,1.0,2500.0,3.0,2.0,6.0,1.0,5.0,4.0,0.0,4.0,1.0,7.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,83.5,3,7.0,5.0,0.3333333333333333
410,47.0,1.0,RN,12.0,1.0,0.0,2500.0,2.0,1.0,7.0,1.0,4.0,5.0,7.0,7.0,7.0,0.0,0.0,3.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,67.5,3,7.0,7.0,0.5
411,53.0,1.0,RS,5.0,0.0,0.0,1500.0,3.0,1.0,7.0,5.0,2.0,4.0,6.0,5.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,69.5,3,7.0,7.0,0.6666666666666666
412,54.0,0.0,PR,5.0,1.0,1.0,2500.0,4.0,2.0,7.0,0.0,7.0,4.0,0.0,7.0,5.0,0.0,7.0,0.0,2.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,70.5,3,7.0,7.0,0.5
413,52.0,1.0,MG,14.0,1.0,1.0,2500.0,3.0,2.0,4.0,2.0,4.0,4.0,0.0,5.0,1.0,6.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,78.5,3,6.0,6.0,0.3333333333333333
414,48.0,1.0,CE,12.0,0.0,1.0,1500.0,5.0,2.0,7.0,7.0,7.0,5.0,6.0,7.0,3.0,5.0,7.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,99.5,3,7.0,7.0,0.6
415,67.0,1.0,GO,18.0,1.0,1.0,4500.0,4.0,2.0,3.0,2.0,3.0,7.0,7.0,3.0,7.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,85.5,3,5.0,7.0,0.5
416,55.0,1.0,BA,9.0,0.0,0.0,1500.0,3.0,1.0,2.0,4.0,1.0,0.0,2.0,3.0,6.0,0.0,4.0,2.0,4.0,3.0,5.0,2.0,2.0,5.0,4.0,4.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,48.0,3,6.0,7.0,0.6666666666666666
417,41.0,1.0,PE,16.0,0.0,0.0,4500.0,2.0,1.0,7.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,110.5,3,7.0,7.0,0.5
418,60.0,0.0,PE,12.0,0.0,1.0,1500.0,3.0,1.0,7.0,0.0,7.0,3.0,1.0,7.0,4.0,2.0,6.0,5.0,1.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,80.5,3,7.0,7.0,0.6666666666666666
419,37.0,0.0,MS,16.0,1.0,1.0,4500.0,2.0,1.0,7.0,4.0,7.0,6.0,2.0,6.0,4.0,4.0,7.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,93.0,3,7.0,7.0,0.5
420,38.0,1.0,SP,12.0,1.0,0.0,1500.0,3.0,1.0,7.0,0.0,3.0,4.0,2.0,0.0,3.0,0.0,7.0,7.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,3,7.0,3.0,0.6666666666666666
421,46.0,1.0,SP,16.0,1.0,1.0,2500.0,5.0,2.0,7.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,90.0,3,7.0,7.0,0.6
422,43.0,1.0,MA,12.0,0.0,1.0,1500.0,4.0,2.0,4.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,110.0,3,6.0,7.0,0.5
423,51.0,1.0,MG,16.0,0.0,0.0,1500.0,3.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,112.0,3,7.0,7.0,0.6666666666666666
424,42.0,1.0,GO,16.0,0.0,0.0,4500.0,4.0,1.0,7.0,2.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,112.0,3,7.0,7.0,0.75
425,38.0,1.0,SP,14.0,0.0,0.0,1500.0,6.0,4.0,7.0,2.0,2.0,7.0,7.0,1.0,7.0,1.0,2.0,2.0,4.0,3.0,5.0,4.0,2.0,5.0,3.0,4.0,4.0,2.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,68.0,3,7.0,7.0,0.3333333333333333
426,33.0,1.0,PE,14.0,1.0,1.0,4500.0,1.0,1.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,3.0,7.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,85.5,3,7.0,7.0,0.0
427,21.0,0.0,PE,14.0,1.0,1.0,27500.0,4.0,2.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,4.0,1.0,1.0,5.0,2.0,5.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,109.0,3,7.0,7.0,0.5
428,27.0,0.0,PE,16.0,1.0,1.0,10000.0,2.0,2.0,7.0,2.0,2.0,5.0,2.0,2.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,5.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,90.0,3,7.0,7.0,0.0
429,60.0,0.0,CE,16.0,0.0,1.0,8000.0,3.0,3.0,7.0,3.0,6.0,5.0,7.0,7.0,6.0,6.0,7.0,7.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,103.0,3,7.0,7.0,0.0
430,32.0,1.0,CE,11.0,0.0,1.0,1500.0,5.0,2.0,3.0,0.0,7.0,3.0,2.0,3.0,5.0,3.0,2.0,5.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,75.5,3,3.0,7.0,0.6
